Value,Score,Method,Metric,Channel,Optimal,What,Participant,Condition,SamplingRate,MaxFreq,Duration,Dataset
9,1.8964090587764476e-05,rosenstein1994,Displacement,PO7,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
10,1.9728693364313594e-05,rosenstein1994,Displacement,PO7,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
1,5.516385586356589,fraser1986,Mutual Information,PO3,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
2,4.698785769695516,fraser1986,Mutual Information,PO3,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
3,4.219770288439275,fraser1986,Mutual Information,PO3,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
4,3.8995943038764747,fraser1986,Mutual Information,PO3,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
5,3.6741990743807014,fraser1986,Mutual Information,PO3,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
6,3.5143734585866797,fraser1986,Mutual Information,PO3,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
7,3.401566774384425,fraser1986,Mutual Information,PO3,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
8,3.325291963066779,fraser1986,Mutual Information,PO3,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
9,3.2774624048980883,fraser1986,Mutual Information,PO3,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
10,3.248163997444059,fraser1986,Mutual Information,PO3,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
1,1.0,rosenstein1993,Autocorrelation (FFT),PO3,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
2,0.9999921892200896,rosenstein1993,Autocorrelation (FFT),PO3,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
3,0.9999842502440534,rosenstein1993,Autocorrelation (FFT),PO3,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
4,0.9999762142037747,rosenstein1993,Autocorrelation (FFT),PO3,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
5,0.999968110259514,rosenstein1993,Autocorrelation (FFT),PO3,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
6,0.9999599676607566,rosenstein1993,Autocorrelation (FFT),PO3,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
7,0.9999518165387944,rosenstein1993,Autocorrelation (FFT),PO3,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
8,0.9999436838318297,rosenstein1993,Autocorrelation (FFT),PO3,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
9,0.9999355902123116,rosenstein1993,Autocorrelation (FFT),PO3,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
10,0.999927556350816,rosenstein1993,Autocorrelation (FFT),PO3,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
1,3.264967913030561e-06,rosenstein1994,Displacement,PO3,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
2,6.295394757813723e-06,rosenstein1994,Displacement,PO3,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
3,9.060318895713243e-06,rosenstein1994,Displacement,PO3,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
4,1.1573592754281554e-05,rosenstein1994,Displacement,PO3,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
5,1.3824759545012179e-05,rosenstein1994,Displacement,PO3,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
6,1.5796631202790847e-05,rosenstein1994,Displacement,PO3,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
7,1.7480159051617063e-05,rosenstein1994,Displacement,PO3,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
8,1.8873874534308943e-05,rosenstein1994,Displacement,PO3,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
9,1.9971955038865837e-05,rosenstein1994,Displacement,PO3,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
10,2.0764543075659976e-05,rosenstein1994,Displacement,PO3,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
1,3.544808187793519,fraser1986,Mutual Information,O1,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
2,2.6463086530684787,fraser1986,Mutual Information,O1,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
3,2.1646045572776274,fraser1986,Mutual Information,O1,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
4,1.8483089919574525,fraser1986,Mutual Information,O1,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
5,1.6267281009133958,fraser1986,Mutual Information,O1,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
6,1.4654436328349192,fraser1986,Mutual Information,O1,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
7,1.3477393126057295,fraser1986,Mutual Information,O1,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
8,1.2602289853090198,fraser1986,Mutual Information,O1,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
9,1.1984016163204423,fraser1986,Mutual Information,O1,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
10,1.1602245134978144,fraser1986,Mutual Information,O1,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
1,1.0,rosenstein1993,Autocorrelation (FFT),O1,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
2,0.9999920459001287,rosenstein1993,Autocorrelation (FFT),O1,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
3,0.9999837393973772,rosenstein1993,Autocorrelation (FFT),O1,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
4,0.9999751782391421,rosenstein1993,Autocorrelation (FFT),O1,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
5,0.9999664403982674,rosenstein1993,Autocorrelation (FFT),O1,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
6,0.9999576020599299,rosenstein1993,Autocorrelation (FFT),O1,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
7,0.9999487400582795,rosenstein1993,Autocorrelation (FFT),O1,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
8,0.9999399255862653,rosenstein1993,Autocorrelation (FFT),O1,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
9,0.999931221150161,rosenstein1993,Autocorrelation (FFT),O1,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
10,0.9999226729198396,rosenstein1993,Autocorrelation (FFT),O1,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
1,3.2016192160410356e-06,rosenstein1994,Displacement,O1,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
2,6.146576049742962e-06,rosenstein1994,Displacement,O1,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
3,8.800453287396373e-06,rosenstein1994,Displacement,O1,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
4,1.1188537705450573e-05,rosenstein1994,Displacement,O1,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
5,1.3315611032793736e-05,rosenstein1994,Displacement,O1,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
6,1.5170756210180272e-05,rosenstein1994,Displacement,O1,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
7,1.6752791118680157e-05,rosenstein1994,Displacement,O1,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
8,1.8062806789176635e-05,rosenstein1994,Displacement,O1,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
9,1.9106092630753545e-05,rosenstein1994,Displacement,O1,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
10,1.9873787199290353e-05,rosenstein1994,Displacement,O1,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
1,5.584221523595222,fraser1986,Mutual Information,Iz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
2,4.813664962475451,fraser1986,Mutual Information,Iz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
3,4.388310659083616,fraser1986,Mutual Information,Iz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
4,4.10013331601351,fraser1986,Mutual Information,Iz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
5,3.891823101826418,fraser1986,Mutual Information,Iz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
6,3.736204383809201,fraser1986,Mutual Information,Iz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
7,3.6198244955895387,fraser1986,Mutual Information,Iz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
8,3.534411939808961,fraser1986,Mutual Information,Iz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
9,3.470837258380077,fraser1986,Mutual Information,Iz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
10,3.4267566571610155,fraser1986,Mutual Information,Iz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
1,1.0,rosenstein1993,Autocorrelation (FFT),Iz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
2,0.9999921426931051,rosenstein1993,Autocorrelation (FFT),Iz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
3,0.9999841824108628,rosenstein1993,Autocorrelation (FFT),Iz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
4,0.999976171656427,rosenstein1993,Autocorrelation (FFT),Iz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
5,0.9999681209789903,rosenstein1993,Autocorrelation (FFT),Iz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
6,0.9999600493549611,rosenstein1993,Autocorrelation (FFT),Iz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
7,0.9999519756276427,rosenstein1993,Autocorrelation (FFT),Iz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
8,0.9999439142082607,rosenstein1993,Autocorrelation (FFT),Iz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
9,0.9999358805195744,rosenstein1993,Autocorrelation (FFT),Iz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
10,0.9999278812649443,rosenstein1993,Autocorrelation (FFT),Iz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
1,2.1521217431042065e-06,rosenstein1994,Displacement,Iz,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
2,3.936358102319538e-06,rosenstein1994,Displacement,Iz,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
3,5.414174168912215e-06,rosenstein1994,Displacement,Iz,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
4,6.720475686380707e-06,rosenstein1994,Displacement,Iz,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
5,7.873270986775814e-06,rosenstein1994,Displacement,Iz,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
6,8.876978510400085e-06,rosenstein1994,Displacement,Iz,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
7,9.729869698531272e-06,rosenstein1994,Displacement,Iz,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
8,1.0438273118761963e-05,rosenstein1994,Displacement,Iz,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
9,1.1008420292423193e-05,rosenstein1994,Displacement,Iz,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
10,1.1445823482195892e-05,rosenstein1994,Displacement,Iz,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
1,5.363099711115121,fraser1986,Mutual Information,Oz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
2,4.541663212667536,fraser1986,Mutual Information,Oz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
3,4.072762790527612,fraser1986,Mutual Information,Oz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
4,3.7640213681100274,fraser1986,Mutual Information,Oz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
5,3.54813008097576,fraser1986,Mutual Information,Oz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
6,3.3950559099354036,fraser1986,Mutual Information,Oz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
7,3.2861162841216007,fraser1986,Mutual Information,Oz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
8,3.208060971156395,fraser1986,Mutual Information,Oz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
9,3.1550647921669235,fraser1986,Mutual Information,Oz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
10,3.12124353418473,fraser1986,Mutual Information,Oz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
1,1.0,rosenstein1993,Autocorrelation (FFT),Oz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
2,0.9999920733540887,rosenstein1993,Autocorrelation (FFT),Oz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
3,0.9999838629618987,rosenstein1993,Autocorrelation (FFT),Oz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
4,0.9999754563575307,rosenstein1993,Autocorrelation (FFT),Oz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
5,0.9999669211452541,rosenstein1993,Autocorrelation (FFT),Oz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
6,0.9999583241705448,rosenstein1993,Autocorrelation (FFT),Oz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
7,0.9999497228161232,rosenstein1993,Autocorrelation (FFT),Oz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
8,0.9999411658801131,rosenstein1993,Autocorrelation (FFT),Oz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
9,0.9999326954971336,rosenstein1993,Autocorrelation (FFT),Oz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
10,0.9999243423504702,rosenstein1993,Autocorrelation (FFT),Oz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
1,2.729964447776517e-06,rosenstein1994,Displacement,Oz,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
2,5.215808711525233e-06,rosenstein1994,Displacement,Oz,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
3,7.430390228263045e-06,rosenstein1994,Displacement,Oz,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
4,9.404169257821002e-06,rosenstein1994,Displacement,Oz,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
5,1.114188408311665e-05,rosenstein1994,Displacement,Oz,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
6,1.2644400273273407e-05,rosenstein1994,Displacement,Oz,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
7,1.391674098599924e-05,rosenstein1994,Displacement,Oz,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
8,1.497514741409788e-05,rosenstein1994,Displacement,Oz,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
9,1.5817072487556242e-05,rosenstein1994,Displacement,Oz,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
10,1.644332123474884e-05,rosenstein1994,Displacement,Oz,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
1,4.484714339663363,fraser1986,Mutual Information,POz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
2,3.628663332810003,fraser1986,Mutual Information,POz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
3,3.146886561692572,fraser1986,Mutual Information,POz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
4,2.823307200657716,fraser1986,Mutual Information,POz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
5,2.5880926335048198,fraser1986,Mutual Information,POz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
6,2.4144732756825835,fraser1986,Mutual Information,POz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
7,2.2898067695977087,fraser1986,Mutual Information,POz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
8,2.1961833103099817,fraser1986,Mutual Information,POz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
9,2.1308541642128462,fraser1986,Mutual Information,POz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
10,2.088275760323345,fraser1986,Mutual Information,POz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
1,1.0,rosenstein1993,Autocorrelation (FFT),POz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
2,0.9999873228882421,rosenstein1993,Autocorrelation (FFT),POz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
3,0.9999662264543533,rosenstein1993,Autocorrelation (FFT),POz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
4,0.9999392209113448,rosenstein1993,Autocorrelation (FFT),POz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
5,0.9999080041219941,rosenstein1993,Autocorrelation (FFT),POz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
6,0.9998742142226081,rosenstein1993,Autocorrelation (FFT),POz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
7,0.999839873443218,rosenstein1993,Autocorrelation (FFT),POz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
8,0.9998069850948079,rosenstein1993,Autocorrelation (FFT),POz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
9,0.9997768660517046,rosenstein1993,Autocorrelation (FFT),POz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
10,0.9997503476358268,rosenstein1993,Autocorrelation (FFT),POz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
1,3.3649605057206833e-06,rosenstein1994,Displacement,POz,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
2,6.413911339068961e-06,rosenstein1994,Displacement,POz,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
3,9.1239211089153e-06,rosenstein1994,Displacement,POz,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
4,1.1580725037301475e-05,rosenstein1994,Displacement,POz,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
5,1.3805247697005277e-05,rosenstein1994,Displacement,POz,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
6,1.576157015750494e-05,rosenstein1994,Displacement,POz,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
7,1.7416235104290566e-05,rosenstein1994,Displacement,POz,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
8,1.877136320352995e-05,rosenstein1994,Displacement,POz,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
9,1.9858748853546554e-05,rosenstein1994,Displacement,POz,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
10,2.0652947292237584e-05,rosenstein1994,Displacement,POz,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
1,4.2393393173156735,fraser1986,Mutual Information,Pz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
2,3.340769008901029,fraser1986,Mutual Information,Pz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
3,2.844535446236523,fraser1986,Mutual Information,Pz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
4,2.513424629146442,fraser1986,Mutual Information,Pz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
5,2.280659153128714,fraser1986,Mutual Information,Pz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
6,2.107775343011519,fraser1986,Mutual Information,Pz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
7,1.980315769635494,fraser1986,Mutual Information,Pz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
8,1.888593875552223,fraser1986,Mutual Information,Pz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
9,1.8207715926927337,fraser1986,Mutual Information,Pz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
10,1.775173254862323,fraser1986,Mutual Information,Pz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
1,1.0,rosenstein1993,Autocorrelation (FFT),Pz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
2,0.9999923154670657,rosenstein1993,Autocorrelation (FFT),Pz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
3,0.9999844772782327,rosenstein1993,Autocorrelation (FFT),Pz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
4,0.9999765247845775,rosenstein1993,Autocorrelation (FFT),Pz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
5,0.9999684924757284,rosenstein1993,Autocorrelation (FFT),Pz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
6,0.9999604131534328,rosenstein1993,Autocorrelation (FFT),Pz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
7,0.9999523196398823,rosenstein1993,Autocorrelation (FFT),Pz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
8,0.9999442441537976,rosenstein1993,Autocorrelation (FFT),Pz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
9,0.9999362170281424,rosenstein1993,Autocorrelation (FFT),Pz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
10,0.9999282607495398,rosenstein1993,Autocorrelation (FFT),Pz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
1,2.3841680222113667e-06,rosenstein1994,Displacement,Pz,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
2,4.59365624481323e-06,rosenstein1994,Displacement,Pz,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
3,6.608824795426917e-06,rosenstein1994,Displacement,Pz,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
4,8.448477075496068e-06,rosenstein1994,Displacement,Pz,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
5,1.0108015472818917e-05,rosenstein1994,Displacement,Pz,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
6,1.1572953616660264e-05,rosenstein1994,Displacement,Pz,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
7,1.2834103050157738e-05,rosenstein1994,Displacement,Pz,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
8,1.38877602298565e-05,rosenstein1994,Displacement,Pz,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
9,1.472917654200535e-05,rosenstein1994,Displacement,Pz,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
10,1.5353108128663653e-05,rosenstein1994,Displacement,Pz,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
1,4.690420062272037,fraser1986,Mutual Information,CPz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
2,3.821557865372318,fraser1986,Mutual Information,CPz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
3,3.350311605027704,fraser1986,Mutual Information,CPz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
4,3.0337813875157185,fraser1986,Mutual Information,CPz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
5,2.798027945554324,fraser1986,Mutual Information,CPz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
6,2.6240648722026636,fraser1986,Mutual Information,CPz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
7,2.4932683742590314,fraser1986,Mutual Information,CPz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
8,2.395501480624838,fraser1986,Mutual Information,CPz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
9,2.3207247961888413,fraser1986,Mutual Information,CPz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
10,2.2688589183894,fraser1986,Mutual Information,CPz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
1,1.0,rosenstein1993,Autocorrelation (FFT),CPz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
2,0.9999923443128648,rosenstein1993,Autocorrelation (FFT),CPz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
3,0.9999846233560743,rosenstein1993,Autocorrelation (FFT),CPz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
4,0.9999768634897299,rosenstein1993,Autocorrelation (FFT),CPz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
5,0.9999690756979815,rosenstein1993,Autocorrelation (FFT),CPz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
6,0.9999612679285776,rosenstein1993,Autocorrelation (FFT),CPz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
7,0.9999534529858392,rosenstein1993,Autocorrelation (FFT),CPz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
8,0.9999456471286571,rosenstein1993,Autocorrelation (FFT),CPz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
9,0.9999378632755398,rosenstein1993,Autocorrelation (FFT),CPz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
10,0.9999301039865671,rosenstein1993,Autocorrelation (FFT),CPz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
1,1.828863674781057e-06,rosenstein1994,Displacement,CPz,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
2,3.4469146152341082e-06,rosenstein1994,Displacement,CPz,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
3,4.853800600540151e-06,rosenstein1994,Displacement,CPz,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
4,6.1262872877816855e-06,rosenstein1994,Displacement,CPz,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
5,7.286834018033796e-06,rosenstein1994,Displacement,CPz,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
6,8.315868086008712e-06,rosenstein1994,Displacement,CPz,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
7,9.192273533056529e-06,rosenstein1994,Displacement,CPz,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
8,9.918025555693355e-06,rosenstein1994,Displacement,CPz,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
9,1.0514292646193148e-05,rosenstein1994,Displacement,CPz,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
10,1.0982436418320537e-05,rosenstein1994,Displacement,CPz,1.0,Delay,S1,Mixed,256.0,52.0,8.5,Texas
1,5.460219264243267,fraser1986,Mutual Information,Fpz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
2,4.699591470852482,fraser1986,Mutual Information,Fpz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
3,4.272616068191006,fraser1986,Mutual Information,Fpz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
4,3.97384856195168,fraser1986,Mutual Information,Fpz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
5,3.7469490974019664,fraser1986,Mutual Information,Fpz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
6,3.5727365865449565,fraser1986,Mutual Information,Fpz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
7,3.440537499838481,fraser1986,Mutual Information,Fpz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
8,3.3403819278909355,fraser1986,Mutual Information,Fpz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
9,3.2639375197961185,fraser1986,Mutual Information,Fpz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
10,3.2071825315981846,fraser1986,Mutual Information,Fpz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
1,1.0,rosenstein1993,Autocorrelation (FFT),Fpz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
2,0.9999926435159122,rosenstein1993,Autocorrelation (FFT),Fpz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
3,0.9999852571765268,rosenstein1993,Autocorrelation (FFT),Fpz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
4,0.9999778556760517,rosenstein1993,Autocorrelation (FFT),Fpz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
5,0.9999704405982162,rosenstein1993,Autocorrelation (FFT),Fpz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
6,0.9999630176373019,rosenstein1993,Autocorrelation (FFT),Fpz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
7,0.999955591765719,rosenstein1993,Autocorrelation (FFT),Fpz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
8,0.9999481673724693,rosenstein1993,Autocorrelation (FFT),Fpz,,Delay,S1,Mixed,256.0,52.0,8.5,Texas
