Channel,SFD,AttEn,SVDEn,Hjorth,Participant,Condition,Dataset
PO8,1.5518764167768144,4.428631548464266,2.171858448071013,1.9827723368045358,sub-047,Eyes-Closed,SRM
PO4,1.5595971941272824,4.353848695736892,2.1953386451622965,2.008284699057436,sub-047,Eyes-Closed,SRM
O2,1.5538249348614652,4.2271626745857525,2.221354716223939,2.266988465800225,sub-047,Eyes-Closed,SRM
Fp1,1.5333998715629078,3.4901580787422595,2.110667189125694,3.6414353883181896,sub-048,Eyes-Closed,SRM
AF7,1.5304640192251773,3.532313085191663,2.0843772831031355,3.986660913926389,sub-048,Eyes-Closed,SRM
AF3,1.5217540862617136,3.594596897304625,2.1699368699914214,3.2011136984744812,sub-048,Eyes-Closed,SRM
F1,1.567184872806544,3.6470969298875526,2.2561868125398767,2.6106431230664278,sub-048,Eyes-Closed,SRM
F3,1.5714692554744327,3.484282016456234,2.2370092784118696,2.6715204477230965,sub-048,Eyes-Closed,SRM
F5,1.5594759433314094,3.274460361635086,2.203080540855948,2.779079502462149,sub-048,Eyes-Closed,SRM
F7,1.550450134606424,3.273690507301805,2.1770667399978296,3.225216036938508,sub-048,Eyes-Closed,SRM
FT7,1.5257857205755516,3.1667715806764596,2.1823530474371595,2.9695552554827005,sub-048,Eyes-Closed,SRM
FC5,1.5654232518579736,3.163670248476821,2.1529570389929376,3.0541730639212004,sub-048,Eyes-Closed,SRM
FC3,1.5802549947925306,3.22506605142796,2.285521301106277,2.115233128254839,sub-048,Eyes-Closed,SRM
FC1,1.5744748006348739,3.5080716260159397,2.2693591692877932,2.487433619379448,sub-048,Eyes-Closed,SRM
C1,1.5689911255944748,3.544885279112789,2.2625675648639674,2.538645658194977,sub-048,Eyes-Closed,SRM
C3,1.6006231426789346,3.1956894231657,2.263170976656963,2.1627938563355955,sub-048,Eyes-Closed,SRM
C5,1.5911337380045971,3.1267156364509563,2.253639816034777,2.229272600759818,sub-048,Eyes-Closed,SRM
T7,1.5829168010021482,2.992366118419363,2.2870063074800537,1.77818150660488,sub-048,Eyes-Closed,SRM
TP7,1.5944166464209144,3.0005919187921117,2.2953776568649165,1.7801916326058778,sub-048,Eyes-Closed,SRM
CP5,1.6152393455861946,2.9383129142618367,2.3086324354807806,1.5612201412812732,sub-048,Eyes-Closed,SRM
CP3,1.5912205701183377,3.2829002460733654,2.2918236240051075,2.0888328430541643,sub-048,Eyes-Closed,SRM
CP1,1.5750673650622333,3.4893146877649794,2.278554986932821,2.4007612113469574,sub-048,Eyes-Closed,SRM
P1,1.5729133842702012,3.638544791439647,2.268778968478778,2.4701777117973656,sub-048,Eyes-Closed,SRM
P3,1.585338689256091,3.427929942872175,2.2670644881607767,2.3710518184520537,sub-048,Eyes-Closed,SRM
P5,1.5790891295887786,3.1660435647473246,2.3005384586535085,1.8965752232720596,sub-048,Eyes-Closed,SRM
P7,1.579482599324698,3.1951708469563354,2.3128800259215248,1.8793350962684636,sub-048,Eyes-Closed,SRM
P9,1.565441476365078,3.6142779894102075,2.2891891379377696,2.509358054681739,sub-048,Eyes-Closed,SRM
PO7,1.5815335546068738,3.501511042818559,2.2945106942959295,2.2840558666431217,sub-048,Eyes-Closed,SRM
PO3,1.5698645910301399,3.6136470067222057,2.271499469225362,2.3921597459638257,sub-048,Eyes-Closed,SRM
O1,1.5821234519269214,3.396269162903729,2.277996639519572,2.310098358178207,sub-048,Eyes-Closed,SRM
Iz,1.5476191250585891,3.488169169013859,2.24215825828541,2.7977937255759042,sub-048,Eyes-Closed,SRM
Oz,1.5703823344344792,3.5309035845457997,2.2332457514269124,2.7985788430743037,sub-048,Eyes-Closed,SRM
POz,1.5718531788402585,3.601081601355345,2.215841825669237,2.8698939978504114,sub-048,Eyes-Closed,SRM
Pz,1.5611141925434684,3.553898004919884,2.188565137944746,3.0002896784814697,sub-048,Eyes-Closed,SRM
CPz,1.566516437488819,3.602654059239412,2.2524781085131167,2.6380309105366666,sub-048,Eyes-Closed,SRM
Fpz,1.530572851380366,3.5386096533413935,2.1162249353781615,3.5706129246836587,sub-048,Eyes-Closed,SRM
Fp2,1.5301493158185728,3.455477150259687,2.1129673831061893,3.539450364801254,sub-048,Eyes-Closed,SRM
AF8,1.5339318432067406,3.3951715887223584,2.1318605811291906,3.329295783966519,sub-048,Eyes-Closed,SRM
AF4,1.5499003112165477,3.6174124986216385,2.18046624405717,3.0991569787920326,sub-048,Eyes-Closed,SRM
AFz,1.5639616551929487,3.472394006748752,2.180594604971977,2.976321410216064,sub-048,Eyes-Closed,SRM
Fz,1.561870334584662,3.6722265460690684,2.2528908127664113,2.6314375211965393,sub-048,Eyes-Closed,SRM
F2,1.5552398530180571,3.664042856313566,2.2503520087233984,2.626191393903387,sub-048,Eyes-Closed,SRM
F4,1.5729666678855245,3.538599745750898,2.2327578723149557,2.7112751620056685,sub-048,Eyes-Closed,SRM
F6,1.546006604964402,3.4767223904976756,2.2202305566544194,2.834935022002894,sub-048,Eyes-Closed,SRM
F8,1.5385660849928597,3.442278741489858,2.1938916205701244,3.1239473284790296,sub-048,Eyes-Closed,SRM
FT8,1.5751359857018117,3.0700906574314124,2.2838731989033687,1.8430563230838062,sub-048,Eyes-Closed,SRM
FC6,1.5689966125427635,3.1483054908553423,2.2526219818463824,2.2648241251304326,sub-048,Eyes-Closed,SRM
FC4,1.5766558915855986,3.414767767848772,2.2557902485836028,2.4591933154432497,sub-048,Eyes-Closed,SRM
FC2,1.5606467433313145,3.635965053466699,2.262100903653264,2.5332586285834062,sub-048,Eyes-Closed,SRM
FCz,1.5669863290645414,3.681278172427792,2.2599490108003093,2.558179753369837,sub-048,Eyes-Closed,SRM
Cz,1.5694660928662796,3.5197617172013294,2.2134306513402358,2.7988652980377235,sub-048,Eyes-Closed,SRM
C2,1.5821343893016604,3.467044903405326,2.2265970757004068,2.707177041718286,sub-048,Eyes-Closed,SRM
C4,1.5777443501726225,3.366149741590389,2.22175326754145,2.663623463231768,sub-048,Eyes-Closed,SRM
C6,1.6015808955051445,3.058483836899415,2.2594205145713677,2.0145566846504184,sub-048,Eyes-Closed,SRM
T8,1.5411802123808,3.047552684068282,2.209053025573309,2.206980496523156,sub-048,Eyes-Closed,SRM
TP8,1.4901712287084243,3.238507595847523,2.0957834829189146,3.3174055415359613,sub-048,Eyes-Closed,SRM
CP6,1.5923224170939128,3.1742000299251862,2.24212523178718,2.306147690390018,sub-048,Eyes-Closed,SRM
CP4,1.5845575877976192,3.329133101156996,2.28641071740307,2.1637967281981734,sub-048,Eyes-Closed,SRM
CP2,1.5634058092173193,3.5912257386302224,2.265449445465613,2.512314744885828,sub-048,Eyes-Closed,SRM
P2,1.5561962218414171,3.687514402354338,2.2616017026505735,2.5334805645609157,sub-048,Eyes-Closed,SRM
P4,1.574664383675695,3.4986136718113907,2.2723228574020924,2.4030194116080734,sub-048,Eyes-Closed,SRM
P6,1.59616310419645,3.2160914858889313,2.2912688318595467,2.023900657373244,sub-048,Eyes-Closed,SRM
P8,1.594635088942607,3.1786779990485967,2.2921815541744954,2.045285868849491,sub-048,Eyes-Closed,SRM
P10,1.583229156539892,3.29332496243067,2.287546535247184,2.2203885289385155,sub-048,Eyes-Closed,SRM
PO8,1.5931232454905635,3.264197584314886,2.2900551107626663,2.138870515326273,sub-048,Eyes-Closed,SRM
PO4,1.5586700387974068,3.6671013287055922,2.2633027128962264,2.5507031009423957,sub-048,Eyes-Closed,SRM
O2,1.5661539038375079,3.485781179074537,2.2607068870306097,2.579537486890571,sub-048,Eyes-Closed,SRM
Fp1,1.4983691870356879,3.842310599357285,2.1866012320434134,3.2402248077174973,sub-049,Eyes-Closed,SRM
AF7,1.4992967516432607,3.756934029422734,2.1792643194829884,3.2815041177105657,sub-049,Eyes-Closed,SRM
AF3,1.5290757196804874,4.0502562304133045,2.2565305355011294,2.4079090384873933,sub-049,Eyes-Closed,SRM
F1,1.5560032051599204,4.1142351272037825,2.2629889698569405,2.022951590263964,sub-049,Eyes-Closed,SRM
F3,1.5530632402158706,4.025126645202856,2.27268502517884,2.0221037374799278,sub-049,Eyes-Closed,SRM
F5,1.5562441124105781,3.8675523009514934,2.282716416359094,2.167701117376553,sub-049,Eyes-Closed,SRM
F7,1.5473511351346478,3.8385085131604693,2.2750249980036665,2.3977275818696167,sub-049,Eyes-Closed,SRM
FT7,1.5559660673609645,3.8434816270671046,2.2911339622127054,2.2024084237671055,sub-049,Eyes-Closed,SRM
FC5,1.5649211199543256,3.8584379614427045,2.2904320449822464,2.048672420421675,sub-049,Eyes-Closed,SRM
FC3,1.5611170856541396,3.973108823005068,2.2795371756176563,1.8644300669069884,sub-049,Eyes-Closed,SRM
FC1,1.5605794597922253,4.003385374120717,2.266754174907074,1.9409627047985603,sub-049,Eyes-Closed,SRM
C1,1.5696577358176589,3.96859198418244,2.281303964621289,1.8532800976180468,sub-049,Eyes-Closed,SRM
C3,1.572745042863654,3.9470730480447083,2.2936977055679426,1.7589694192340073,sub-049,Eyes-Closed,SRM
C5,1.5711720081044813,3.8328420748420116,2.3031330103705643,2.1013451093103095,sub-049,Eyes-Closed,SRM
T7,1.5655074170230656,3.6502203149640353,2.3041612856437905,2.247297560499758,sub-049,Eyes-Closed,SRM
TP7,1.5828176495621762,3.529407896486953,2.314410507550969,2.093955508239018,sub-049,Eyes-Closed,SRM
CP5,1.5558391198234474,3.8893325603265576,2.3131907864890477,2.048563867503488,sub-049,Eyes-Closed,SRM
CP3,1.5506776882310103,3.9802651710088686,2.309042200596378,1.7887240739749921,sub-049,Eyes-Closed,SRM
CP1,1.5565413861746789,4.059074870437154,2.285967159718635,1.7716309902981398,sub-049,Eyes-Closed,SRM
P1,1.5550021717229061,4.144384510800709,2.267329403260737,1.7929015311421375,sub-049,Eyes-Closed,SRM
P3,1.5616563966675447,4.083604991460464,2.2889076713521623,1.8440325384641552,sub-049,Eyes-Closed,SRM
P5,1.5699986489020885,4.089100731429207,2.283029949588219,1.9495846974010047,sub-049,Eyes-Closed,SRM
P7,1.5708203361933628,4.008766187806815,2.298063077430836,2.0946602388886073,sub-049,Eyes-Closed,SRM
P9,1.5631562509014794,3.798147102937592,2.3045357616685753,2.170012048085578,sub-049,Eyes-Closed,SRM
PO7,1.5677711853912186,4.017823146385187,2.248600348683669,2.0679730934870926,sub-049,Eyes-Closed,SRM
PO3,1.5669175968201599,4.123237218285904,2.2511677245932873,1.9499492257537379,sub-049,Eyes-Closed,SRM
O1,1.5543955284964466,3.737220819538048,2.24666018552017,2.1686023462087616,sub-049,Eyes-Closed,SRM
Iz,1.55020616188137,3.3522525718310447,2.2986036803113126,2.0203541420230526,sub-049,Eyes-Closed,SRM
Oz,1.5575913678003805,3.7209447180692,2.2676790305618804,2.1621268010914325,sub-049,Eyes-Closed,SRM
POz,1.5627149340655382,4.108284698526448,2.2650004097239194,1.9392699036288743,sub-049,Eyes-Closed,SRM
Pz,1.5494028055671263,4.189815344103751,2.2561234274470423,1.8201538103974582,sub-049,Eyes-Closed,SRM
CPz,1.5522928457174578,4.124789289099784,2.268958252599823,1.8610691440988762,sub-049,Eyes-Closed,SRM
Fpz,1.5024045302842424,3.9426146653229215,2.2027910507488278,2.9766444349124117,sub-049,Eyes-Closed,SRM
Fp2,1.4996739347455637,3.9141594522166248,2.1889702599966787,3.000310961807701,sub-049,Eyes-Closed,SRM
AF8,1.547766402854456,3.8971541140789334,2.2791217069289242,2.32120010679217,sub-049,Eyes-Closed,SRM
AF4,1.5501698358752543,3.9707707547070927,2.2836461994534347,2.1430437714066533,sub-049,Eyes-Closed,SRM
AFz,1.5451387966731027,4.0789480647122485,2.269101195825999,2.2488424140594825,sub-049,Eyes-Closed,SRM
Fz,1.5576829441339537,4.084760930973135,2.264111640763477,1.971213661274633,sub-049,Eyes-Closed,SRM
F2,1.5636901514867372,4.017058424431289,2.277921984359551,1.874961887643879,sub-049,Eyes-Closed,SRM
F4,1.566124210477087,3.916061988016777,2.2959653233569095,1.8644732939675241,sub-049,Eyes-Closed,SRM
F6,1.5676988595300043,3.8654964866808914,2.3031564490616505,2.0296679711237116,sub-049,Eyes-Closed,SRM
F8,1.5663073037428128,3.8818805284917257,2.3022548623260675,2.1339888718219475,sub-049,Eyes-Closed,SRM
FT8,1.5568945295125958,3.8390581017238237,2.3078247326724726,2.1135480409561986,sub-049,Eyes-Closed,SRM
FC6,1.565691403695981,3.91543655928588,2.304078410630235,1.965332126621459,sub-049,Eyes-Closed,SRM
FC4,1.5722659943388257,3.991010616554669,2.2736839404852094,1.7651236613080203,sub-049,Eyes-Closed,SRM
FC2,1.4667589899745954,3.980011720173747,2.2698005577917697,2.1687928303785142,sub-049,Eyes-Closed,SRM
FCz,1.5707899489444315,3.9945091143707474,2.258723586695011,1.9225718423427147,sub-049,Eyes-Closed,SRM
Cz,1.5587549419134272,4.001676820674427,2.2648066975118115,1.8563544119866018,sub-049,Eyes-Closed,SRM
C2,1.560535416327762,4.0566424126468155,2.2600965824090875,1.7872809681466435,sub-049,Eyes-Closed,SRM
C4,1.5569313903196202,4.014203977612935,2.2894683240348166,1.7690471743268057,sub-049,Eyes-Closed,SRM
C6,1.5534546608903685,3.9051446610700515,2.3102007333153645,1.977167341519803,sub-049,Eyes-Closed,SRM
T8,1.5553988613388483,3.827619304685121,2.306814240243444,2.112448533301961,sub-049,Eyes-Closed,SRM
TP8,1.552800922728934,4.185077373047005,2.2649101525393744,1.9163540214327828,sub-049,Eyes-Closed,SRM
CP6,1.543545844444807,4.133680640779824,2.279586067059578,1.9419344549474746,sub-049,Eyes-Closed,SRM
CP4,1.5483521958503628,4.059593536087441,2.2903101051956094,1.8423686956415306,sub-049,Eyes-Closed,SRM
CP2,1.5477489862329923,4.1501702395913735,2.260831045337534,1.795367897955894,sub-049,Eyes-Closed,SRM
P2,1.5445168691679894,4.194237916826108,2.2542002110091506,1.8442487315291478,sub-049,Eyes-Closed,SRM
P4,1.541993164145683,4.159849862344271,2.261853695809137,1.90758780849446,sub-049,Eyes-Closed,SRM
P6,1.5478025667070496,4.332368413552449,2.230676538824767,1.7963227267015744,sub-049,Eyes-Closed,SRM
P8,1.560927059469749,4.352961529754794,2.2169178524404107,1.76346165511735,sub-049,Eyes-Closed,SRM
P10,1.5608224381317788,4.174635666937531,2.263555892273127,1.9513599693373216,sub-049,Eyes-Closed,SRM
PO8,1.559794354679373,4.304451934915955,2.216180867686064,1.8515971629992052,sub-049,Eyes-Closed,SRM
PO4,1.5545207505137872,4.236592344273018,2.248632269225636,1.8499624229060359,sub-049,Eyes-Closed,SRM
O2,1.5669045936203747,3.9746431964055646,2.252241031399462,2.0977788555440853,sub-049,Eyes-Closed,SRM
Fp1,1.4769551663455913,3.192369706093561,1.7175450494051316,6.311963225991474,sub-050,Eyes-Closed,SRM
AF7,1.489502485863993,3.1695952034164883,1.7814195221346956,5.151236161558009,sub-050,Eyes-Closed,SRM
AF3,1.4848789250514094,3.4421036436354147,1.8646235430895566,5.544827378128554,sub-050,Eyes-Closed,SRM
F1,1.5164673846351677,3.6526172133731634,2.1080474013704067,3.7277066640102956,sub-050,Eyes-Closed,SRM
F3,1.5245478291686916,3.5392920780643458,2.1060996265643155,3.6056540855705537,sub-050,Eyes-Closed,SRM
F5,1.5303861565378403,3.363440192064604,2.0985917117545014,3.4084231952481954,sub-050,Eyes-Closed,SRM
F7,1.5370921098605685,3.162003116918236,2.142504584755346,2.690294855482768,sub-050,Eyes-Closed,SRM
FT7,1.5549214101840576,3.3486982771223124,2.2737209443323962,2.198799092432713,sub-050,Eyes-Closed,SRM
FC5,1.536823933600935,3.439915153058396,2.263769735485191,2.4385067675523686,sub-050,Eyes-Closed,SRM
FC3,1.5413071947325396,3.5678514268595585,2.2584701762384993,2.543904826576902,sub-050,Eyes-Closed,SRM
FC1,1.5591586051738329,3.5339992319516425,2.247912218877424,2.621535428642932,sub-050,Eyes-Closed,SRM
C1,1.5636006231071402,3.578256274511807,2.265393660718638,2.414925019772128,sub-050,Eyes-Closed,SRM
C3,1.5364715345945574,3.5895975600479693,2.266673356102515,2.4062868882200266,sub-050,Eyes-Closed,SRM
C5,1.5324949093815943,3.549752991011522,2.2565554880359917,2.5794808152333837,sub-050,Eyes-Closed,SRM
T7,1.5446257076267287,3.4522435607418043,2.2344434662098536,2.6864786239364906,sub-050,Eyes-Closed,SRM
TP7,1.5577957329103835,3.4466076700550117,2.2310751975191057,2.695858014802674,sub-050,Eyes-Closed,SRM
CP5,1.5311313377354268,3.6163608223244292,2.2056170969581075,2.8670422302381757,sub-050,Eyes-Closed,SRM
CP3,1.5342475400991222,3.6513238839030935,2.228417736842162,2.6072285632638725,sub-050,Eyes-Closed,SRM
CP1,1.5406897964814523,3.6285823835328164,2.2226927384551263,2.6305405317909636,sub-050,Eyes-Closed,SRM
P1,1.533624420842843,3.653728438069395,2.1937447951751823,2.900741978771831,sub-050,Eyes-Closed,SRM
P3,1.5333733716920719,3.6941122770342383,2.203540260972439,2.8113926505962055,sub-050,Eyes-Closed,SRM
P5,1.5344716896676118,3.617744487095851,2.2184726307065805,2.795626268011052,sub-050,Eyes-Closed,SRM
P7,1.5526583713408018,3.382376410281279,2.2220222475724016,2.7470618073597253,sub-050,Eyes-Closed,SRM
P9,1.5855293423490247,3.003553109102124,2.249142617942342,2.0384808069486726,sub-050,Eyes-Closed,SRM
PO7,1.5275472150041822,3.491806261132915,2.2335418759040335,2.7209564908427986,sub-050,Eyes-Closed,SRM
PO3,1.531104981153216,3.7084714143589808,2.2139100162373007,2.8400292749104876,sub-050,Eyes-Closed,SRM
O1,1.476095108003325,3.4935728140808786,2.122235095981382,3.678730842373169,sub-050,Eyes-Closed,SRM
Iz,1.5638737771348543,3.151149167094253,2.1909696070653792,2.708095361777644,sub-050,Eyes-Closed,SRM
Oz,1.547054005787559,3.3623484766434015,2.192195134655085,2.9555190165526746,sub-050,Eyes-Closed,SRM
POz,1.5490297164861428,3.5522384747069116,2.194441285875622,2.9903060017533485,sub-050,Eyes-Closed,SRM
Pz,1.538231514739081,3.570935011607322,2.1976157923612543,2.8330573269180515,sub-050,Eyes-Closed,SRM
CPz,1.5341160641455587,3.561685437722913,2.105244868910503,3.544635863155447,sub-050,Eyes-Closed,SRM
Fpz,1.4637254049606068,3.3584963725895554,1.6848700790505031,7.088419398037114,sub-050,Eyes-Closed,SRM
Fp2,1.5029087885391141,3.033956301729562,1.8032252372251654,4.696213637031502,sub-050,Eyes-Closed,SRM
AF8,1.520178378564097,3.1673751960180616,1.9659516832237334,3.3437178690045974,sub-050,Eyes-Closed,SRM
AF4,1.5088741334352118,3.340263793089197,1.953969268742726,4.217035899138169,sub-050,Eyes-Closed,SRM
AFz,1.4821556827525253,3.5044302067838555,1.8715891053927114,5.656058208377262,sub-050,Eyes-Closed,SRM
Fz,1.5170150691895734,3.655414962254866,2.1040360881687494,3.790932096162897,sub-050,Eyes-Closed,SRM
F2,1.5273133528758747,3.5452450988886697,2.124035792196586,3.4986984324151695,sub-050,Eyes-Closed,SRM
F4,1.5356761438794675,3.477728023916375,2.176912806034047,2.94355043225082,sub-050,Eyes-Closed,SRM
F6,1.5317064943689997,3.38577012822054,2.2156863067684283,2.39561689161805,sub-050,Eyes-Closed,SRM
F8,1.5175793344913808,3.349710449992912,2.1966988269117578,2.3648960170923248,sub-050,Eyes-Closed,SRM
FT8,1.534023020904225,3.3142969077165576,2.202337768326801,2.5532792627310394,sub-050,Eyes-Closed,SRM
FC6,1.5361987283957619,3.482475898459154,2.2359219246058855,2.5230739207361608,sub-050,Eyes-Closed,SRM
FC4,1.5514820001797187,3.566138316148361,2.2852392130562658,2.3443560923041464,sub-050,Eyes-Closed,SRM
FC2,1.5702791545238282,3.528077367408998,2.2632919039948542,2.5765056696440696,sub-050,Eyes-Closed,SRM
FCz,1.5722055352195967,3.507629676706045,2.2689354188222346,2.4808858054021012,sub-050,Eyes-Closed,SRM
Cz,1.5655454726532212,3.582499350843715,2.2552563149737512,2.476795520205019,sub-050,Eyes-Closed,SRM
C2,1.405468630184311,3.5182372324847186,2.0152988752884493,4.44938942859648,sub-050,Eyes-Closed,SRM
C4,1.5494923777994623,3.5760696282436544,2.220752378052707,2.720562034448622,sub-050,Eyes-Closed,SRM
C6,1.5321126262566156,3.5596693101668007,2.1565952074408745,3.1651851170854193,sub-050,Eyes-Closed,SRM
T8,1.5458420815604672,3.4336720345489806,2.170734530424376,2.9919762480205665,sub-050,Eyes-Closed,SRM
TP8,1.5288689147837302,3.482912775505466,2.1485669940259755,3.283759626825454,sub-050,Eyes-Closed,SRM
CP6,1.5360636129893088,3.582313600825935,2.163277831259563,3.178350561731726,sub-050,Eyes-Closed,SRM
CP4,1.555817263793204,3.5024244839056147,2.1660593961168497,3.1284397804427084,sub-050,Eyes-Closed,SRM
CP2,1.5400110603355706,3.566065762970577,2.2002654862943385,2.7992292206605307,sub-050,Eyes-Closed,SRM
P2,1.543764645499655,3.49338509314263,2.161267796109599,3.1102434654555493,sub-050,Eyes-Closed,SRM
P4,1.5325139746410876,3.5666674606730995,2.17268642375502,3.0582060879113415,sub-050,Eyes-Closed,SRM
P6,1.539888007149885,3.54434430291125,2.180155127677243,3.097142570760756,sub-050,Eyes-Closed,SRM
P8,1.5490373723100235,3.481913764167042,2.193939194859225,3.036569792635427,sub-050,Eyes-Closed,SRM
P10,1.551517399597662,3.3580582218331925,2.187032815396598,2.9202063092842154,sub-050,Eyes-Closed,SRM
PO8,1.5445750170632426,3.564925592766677,2.2337255316341857,2.8259602488423465,sub-050,Eyes-Closed,SRM
PO4,1.5334981446198384,3.6001127831515225,2.1974519756128728,3.0005280009971935,sub-050,Eyes-Closed,SRM
O2,1.5388778715884337,3.379519194535272,2.2178405111764747,2.8514561924782065,sub-050,Eyes-Closed,SRM
Fp1,1.4793061961869687,3.5524745292684714,2.1809734016221007,3.239861401469832,sub-051,Eyes-Closed,SRM
AF7,1.5159858014690504,3.2401627946503666,2.2172320891034474,2.6132463747486754,sub-051,Eyes-Closed,SRM
AF3,1.5198931673743736,3.688141383857584,2.2486773235994746,2.6173245075146516,sub-051,Eyes-Closed,SRM
F1,1.5698076471618245,3.8139619603550683,2.261147891255186,2.3394660282914272,sub-051,Eyes-Closed,SRM
F3,1.553332229546152,3.632869850451788,2.2590104307404966,2.501826014487706,sub-051,Eyes-Closed,SRM
F5,1.5659578074121843,3.383240126422488,2.250120957416527,2.565797938244056,sub-051,Eyes-Closed,SRM
F7,1.5431106862645478,3.596568323089767,2.2014199099382012,2.9511443521855494,sub-051,Eyes-Closed,SRM
FT7,1.5552514887255202,3.562163178453321,2.2285121198208873,2.7510461307094274,sub-051,Eyes-Closed,SRM
FC5,1.5663011153329185,3.6828647257014637,2.250628112511912,2.520457779503958,sub-051,Eyes-Closed,SRM
FC3,1.51300759081155,3.7225320144019665,2.2429067461870527,2.7390368064053345,sub-051,Eyes-Closed,SRM
FC1,1.5664070526158862,3.801774288348901,2.278292565053964,2.339897165867792,sub-051,Eyes-Closed,SRM
C1,1.5703850288768582,3.8084473634630776,2.2819161304000213,2.354214787104712,sub-051,Eyes-Closed,SRM
C3,1.5670587379317666,3.798280124011793,2.2837907790025347,2.293851013570199,sub-051,Eyes-Closed,SRM
C5,1.5572285741939835,3.6187414188567497,2.265363961561162,2.4945212799828744,sub-051,Eyes-Closed,SRM
T7,1.548489689420128,3.5262341315043817,2.253571597161564,2.621489079839147,sub-051,Eyes-Closed,SRM
TP7,1.5558002998694291,3.30754995432041,2.2743773513233414,2.331152917181229,sub-051,Eyes-Closed,SRM
CP5,1.5461163858326539,3.6997008997950576,2.2784474875339242,2.4369049423381663,sub-051,Eyes-Closed,SRM
CP3,1.5492432618212217,3.8802936568177557,2.279283528466086,2.319821872753909,sub-051,Eyes-Closed,SRM
CP1,1.5483389644298922,4.083162081930855,2.2617674114118818,2.1931098065552717,sub-051,Eyes-Closed,SRM
P1,1.5471641059303343,4.0419300294248535,2.2481110351629323,2.2630891733512586,sub-051,Eyes-Closed,SRM
P3,1.55827072041712,3.8740215994475022,2.2606076416676286,2.2676251014985693,sub-051,Eyes-Closed,SRM
P5,1.564429268449125,3.650541827905852,2.273971970803149,2.399376126466186,sub-051,Eyes-Closed,SRM
P7,1.5522551761856955,3.524441843854845,2.2804489046410055,2.41114952753848,sub-051,Eyes-Closed,SRM
P9,1.5770996627353773,3.3083339080500003,2.269079713585801,2.397371266327027,sub-051,Eyes-Closed,SRM
PO7,1.5927638864482296,3.1020061891937116,2.30090334982411,1.7437218994224881,sub-051,Eyes-Closed,SRM
PO3,1.570443255859129,3.6169858071169982,2.263676725943435,2.39252806929516,sub-051,Eyes-Closed,SRM
O1,1.5988292493218466,3.0103883139554584,2.311470992851258,1.5071937986007875,sub-051,Eyes-Closed,SRM
Iz,1.5731887096470918,3.1214266753080637,2.297175621067346,1.9029217109064194,sub-051,Eyes-Closed,SRM
Oz,1.5848506014378927,3.1636669112720552,2.2901653633886063,1.9351248262523975,sub-051,Eyes-Closed,SRM
POz,1.5645508990041348,3.7726333694714995,2.225253152452016,2.3323264310475396,sub-051,Eyes-Closed,SRM
Pz,1.5370448228074058,4.288971739928782,2.20271774680386,1.8556659420420532,sub-051,Eyes-Closed,SRM
CPz,1.5518661204135473,4.157123420255054,2.2504607955132765,2.126163768962654,sub-051,Eyes-Closed,SRM
Fpz,1.476350652546723,3.667877261595436,2.171544815276175,3.3589513042971473,sub-051,Eyes-Closed,SRM
Fp2,1.4828034823934368,3.3860381794668415,2.149948058662451,3.3968028010975497,sub-051,Eyes-Closed,SRM
AF8,1.505051623024595,3.3906871148301425,2.139698942539617,3.331286842355661,sub-051,Eyes-Closed,SRM
AF4,1.5272451996671497,3.5129764014599703,2.238712614497783,2.7865461985366444,sub-051,Eyes-Closed,SRM
AFz,1.519114246407245,3.773828432425362,2.2416574459936665,2.6404191712219194,sub-051,Eyes-Closed,SRM
Fz,1.568457538233842,3.815177663273107,2.2631173994048397,2.3553269244185797,sub-051,Eyes-Closed,SRM
F2,1.5588884591707761,3.7574065645552785,2.268777815331676,2.4319641816712676,sub-051,Eyes-Closed,SRM
F4,1.5570928210149773,3.611418718190526,2.2704423431283045,2.480623852725893,sub-051,Eyes-Closed,SRM
F6,1.6107352496600544,3.1013992425069628,2.286975073604574,1.813964313510362,sub-051,Eyes-Closed,SRM
F8,1.5421755665764496,3.42236385585848,2.1861117564688635,2.9183945108123583,sub-051,Eyes-Closed,SRM
FT8,1.5782721450692034,3.141014795434109,2.261791820976054,2.043369851617368,sub-051,Eyes-Closed,SRM
FC6,1.5711189729042547,3.325443122328596,2.263817621545387,2.3407872971349173,sub-051,Eyes-Closed,SRM
FC4,1.574555172050874,3.5307020236240696,2.2679551213472258,2.5247392439613288,sub-051,Eyes-Closed,SRM
FC2,1.5727531945972637,3.7190143944122864,2.2866124715953116,2.3599376246838,sub-051,Eyes-Closed,SRM
FCz,1.5678670108512216,3.669192987252803,2.2510888187362106,2.7072439501692322,sub-051,Eyes-Closed,SRM
Cz,1.5675061780627346,3.8097041835095484,2.280269877869624,2.371658725125576,sub-051,Eyes-Closed,SRM
C2,1.5650238652314976,3.7578538316139634,2.273348935806039,2.5138821552990267,sub-051,Eyes-Closed,SRM
C4,1.5629387806036836,3.5538731173403173,2.195536121143107,3.087408144240993,sub-051,Eyes-Closed,SRM
C6,1.5660001534425199,3.296643412786464,2.280426555361879,2.332064221276135,sub-051,Eyes-Closed,SRM
T8,1.586663516806377,3.0704150210959478,2.29784582765411,1.7803879328431487,sub-051,Eyes-Closed,SRM
TP8,1.5714462663576168,3.4102401126997757,2.289774662208009,2.3242896266720385,sub-051,Eyes-Closed,SRM
CP6,1.5667085825676321,3.601913264294126,2.272216568609826,2.503220919496132,sub-051,Eyes-Closed,SRM
