Channel,SFD,AttEn,SVDEn,Hjorth,Participant,Condition,Dataset
Pz,1.5577944517367355,3.8892795648486023,2.204704537638827,2.8752358684198507,S09_raw.fif,Eyes-Closed,Resting-State (FR)
FCz,1.5699567068092197,3.806946088611333,2.2550681187647323,2.6618857222912222,S09_raw.fif,Eyes-Closed,Resting-State (FR)
T7,1.5432245772288538,3.2461738144242047,2.2368910681814254,2.4785217892835076,S09_raw.fif,Eyes-Closed,Resting-State (FR)
T8,1.551475651310373,3.4080101130840292,2.2357370814958166,2.753221119542008,S09_raw.fif,Eyes-Closed,Resting-State (FR)
TP10,1.547585934074675,3.549848242227271,2.238388507277494,2.9600786596393287,S09_raw.fif,Eyes-Closed,Resting-State (FR)
TP7,1.5366610948989248,3.5380738991292695,2.2496163881864413,2.844314391223366,S09_raw.fif,Eyes-Closed,Resting-State (FR)
TP8,1.5575427310627596,3.6539170059144683,2.2524766196675166,2.789704889760999,S09_raw.fif,Eyes-Closed,Resting-State (FR)
TP9,1.543960792756145,3.382765439475362,2.2242296919613613,2.8892030129148227,S09_raw.fif,Eyes-Closed,Resting-State (FR)
AFz,1.5714498278734026,3.516413725474518,2.248413340626931,2.7290340421272776,S09_raw.fif,Eyes-Closed,Resting-State (FR)
AF3,1.5324516860296353,3.4721639775754456,2.220040207485821,2.8131451065634954,S10_raw.fif,Eyes-Closed,Resting-State (FR)
AF4,1.5120845137791692,3.5883072855843587,2.2101406669761334,2.8581394771879096,S10_raw.fif,Eyes-Closed,Resting-State (FR)
AF7,1.5025140282519651,3.505904066590456,2.096019767249584,3.629788570704791,S10_raw.fif,Eyes-Closed,Resting-State (FR)
AF8,1.4667915799020446,3.511208321583867,2.0327964144268598,4.28857234998203,S10_raw.fif,Eyes-Closed,Resting-State (FR)
C1,1.5911692035454883,3.474424378886742,2.2911399809444,2.03520629697908,S10_raw.fif,Eyes-Closed,Resting-State (FR)
C2,1.5887521892444214,3.5069549823058113,2.278927766084985,2.0961165547973164,S10_raw.fif,Eyes-Closed,Resting-State (FR)
C3,1.6105996896606234,3.2053514594177326,2.307023166443467,1.7632664864621297,S10_raw.fif,Eyes-Closed,Resting-State (FR)
C4,1.5627247501152706,3.7579676140047007,2.280725411991599,2.17858973925177,S10_raw.fif,Eyes-Closed,Resting-State (FR)
C5,1.5488511291965397,3.6284774958374895,2.2755970735263524,2.3596789250500985,S10_raw.fif,Eyes-Closed,Resting-State (FR)
C6,1.5603494904451742,3.3738685203957925,2.2818529620912047,2.297481024863281,S10_raw.fif,Eyes-Closed,Resting-State (FR)
CP1,1.5838885209062725,3.643764266724939,2.291132999325482,1.9723234568526942,S10_raw.fif,Eyes-Closed,Resting-State (FR)
CP2,1.5859099842772482,3.6029966546417507,2.2862084520348493,2.1539572056538803,S10_raw.fif,Eyes-Closed,Resting-State (FR)
CP3,1.5645169083115016,3.7044719686566934,2.2923999246090188,2.1091497756391653,S10_raw.fif,Eyes-Closed,Resting-State (FR)
CP4,1.5715027135991289,3.818056636289285,2.2776282165114217,2.1253911846987337,S10_raw.fif,Eyes-Closed,Resting-State (FR)
CP5,1.5609255711708494,3.622040857520379,2.294831084655007,2.194236081369846,S10_raw.fif,Eyes-Closed,Resting-State (FR)
CP6,1.5592671905998985,3.5485768569988787,2.2869570743168715,2.2945979084153647,S10_raw.fif,Eyes-Closed,Resting-State (FR)
CPz,1.5898321101395536,3.564088788378334,2.29206889546166,1.8474289445933347,S10_raw.fif,Eyes-Closed,Resting-State (FR)
Cz,1.6249127422673886,3.127766697048255,2.309784549998485,1.610185629386309,S10_raw.fif,Eyes-Closed,Resting-State (FR)
F1,1.558319233475959,3.7486968960787688,2.273326112937782,2.335868120496649,S10_raw.fif,Eyes-Closed,Resting-State (FR)
F2,1.5654750047844272,3.6893395240942195,2.2745209667765875,2.3542334404478575,S10_raw.fif,Eyes-Closed,Resting-State (FR)
F3,1.5435236581165173,3.726656474629546,2.2656541143367015,2.4290477655438862,S10_raw.fif,Eyes-Closed,Resting-State (FR)
F4,1.6246525879379985,3.048650058471867,2.3125893311675223,1.6364003790757722,S10_raw.fif,Eyes-Closed,Resting-State (FR)
F5,1.5457735076842996,3.51018260180118,2.2391379310667126,2.5944884286865446,S10_raw.fif,Eyes-Closed,Resting-State (FR)
F6,1.525282500358271,3.344639792714344,2.2119414888215068,2.822966381335795,S10_raw.fif,Eyes-Closed,Resting-State (FR)
F7,1.5177010396780912,3.371141018663794,2.1614003613661965,3.0650030154697814,S10_raw.fif,Eyes-Closed,Resting-State (FR)
F8,1.5088474164194032,3.3950925342120195,2.1583210570756783,3.262353836290587,S10_raw.fif,Eyes-Closed,Resting-State (FR)
FC1,1.568709445809067,3.752305840120629,2.279196347496187,2.2170408566556623,S10_raw.fif,Eyes-Closed,Resting-State (FR)
FC2,1.570346631677797,3.8793901976463436,2.2683233886188052,2.169026594910466,S10_raw.fif,Eyes-Closed,Resting-State (FR)
FC3,1.564659107265184,3.6526376847292785,2.285480924144583,2.1945613527169443,S10_raw.fif,Eyes-Closed,Resting-State (FR)
FC4,1.5775729720826064,3.793976844687248,2.2714420921030154,2.2225949427553062,S10_raw.fif,Eyes-Closed,Resting-State (FR)
FC5,1.5482048606413032,3.4878566809821554,2.2640435333259923,2.465760799567528,S10_raw.fif,Eyes-Closed,Resting-State (FR)
FC6,1.5576338515183537,3.3987394199591066,2.261729602410795,2.5048338186727013,S10_raw.fif,Eyes-Closed,Resting-State (FR)
Fp1,1.5007412321017906,3.416058702260548,2.100955453088299,3.525134920194098,S10_raw.fif,Eyes-Closed,Resting-State (FR)
Fp2,1.482510489509971,3.342656888023321,2.0520266720954408,3.8318459838788255,S10_raw.fif,Eyes-Closed,Resting-State (FR)
FT10,1.5558441201694007,3.36378957928264,2.248282879168747,2.6117688102386647,S10_raw.fif,Eyes-Closed,Resting-State (FR)
FT7,1.5587707425098882,3.2329562891170855,2.284253719240985,1.7585403293554907,S10_raw.fif,Eyes-Closed,Resting-State (FR)
FT8,1.5447905395796795,3.405244505777051,2.246777834983627,2.6682538039672696,S10_raw.fif,Eyes-Closed,Resting-State (FR)
FT9,1.546330785999392,3.1510684549961656,2.23919875141298,2.2850344105856464,S10_raw.fif,Eyes-Closed,Resting-State (FR)
O1,1.5745648783599038,3.6758726671820243,2.241472973682577,2.3541596042784385,S10_raw.fif,Eyes-Closed,Resting-State (FR)
O2,1.564155609587246,4.202272213220249,2.2387550548611816,2.000947741950736,S10_raw.fif,Eyes-Closed,Resting-State (FR)
Oz,1.5592528076454004,3.926327821571293,2.2350506529673635,2.249408293510866,S10_raw.fif,Eyes-Closed,Resting-State (FR)
P1,1.56746053167098,3.854396869112998,2.27462458184303,2.175260378563344,S10_raw.fif,Eyes-Closed,Resting-State (FR)
P2,1.5704488275983097,3.8385980826862385,2.2703945150896425,2.2093919170490697,S10_raw.fif,Eyes-Closed,Resting-State (FR)
P3,1.5715191186601816,3.879183412243531,2.272100830991568,2.201373739749491,S10_raw.fif,Eyes-Closed,Resting-State (FR)
P4,1.5534866046379383,3.9751911544432232,2.2594670826107244,2.2283626570684927,S10_raw.fif,Eyes-Closed,Resting-State (FR)
P5,1.563398702837933,3.9210900677745,2.26151408916662,2.2287780418859136,S10_raw.fif,Eyes-Closed,Resting-State (FR)
P6,1.5735058090759544,3.614462828553113,2.2586861695949523,2.3602508677895333,S10_raw.fif,Eyes-Closed,Resting-State (FR)
P7,1.559456345897407,3.883622780298302,2.262104640802828,2.307514184972573,S10_raw.fif,Eyes-Closed,Resting-State (FR)
P8,1.5649474493804334,3.9267624297061285,2.2405089180822877,2.267988820142787,S10_raw.fif,Eyes-Closed,Resting-State (FR)
PO3,1.5541567710726367,4.21965407927235,2.232105429948292,1.9616409228736276,S10_raw.fif,Eyes-Closed,Resting-State (FR)
PO4,1.5699869000196953,3.739688649407416,2.251853990114052,2.342095792982175,S10_raw.fif,Eyes-Closed,Resting-State (FR)
PO7,1.5597586052304069,4.219258677330531,2.2165255099635313,1.9580409396082816,S10_raw.fif,Eyes-Closed,Resting-State (FR)
PO8,1.555536506309708,4.353800761773991,2.2269887939126116,1.7957655472485419,S10_raw.fif,Eyes-Closed,Resting-State (FR)
POz,1.553469882025977,4.129794958576071,2.2445423261967106,2.047262982481389,S10_raw.fif,Eyes-Closed,Resting-State (FR)
Pz,1.6140206618253237,3.1523571163789046,2.3069170651090674,1.7815898919260738,S10_raw.fif,Eyes-Closed,Resting-State (FR)
FCz,1.540682030709621,3.8205334197862144,2.2736236268699352,2.24247675554489,S10_raw.fif,Eyes-Closed,Resting-State (FR)
T7,1.555252961485321,3.2295777502575858,2.2673479158267473,2.2126383669859715,S10_raw.fif,Eyes-Closed,Resting-State (FR)
T8,1.5879000700983346,3.2185867530258996,2.2956690853902453,2.09138984835655,S10_raw.fif,Eyes-Closed,Resting-State (FR)
TP10,1.6019967011363367,3.2316665300179515,2.3039161218177093,1.8649431295177623,S10_raw.fif,Eyes-Closed,Resting-State (FR)
TP7,1.5610582976484566,3.3482118186668215,2.280427364052639,2.3357031986653047,S10_raw.fif,Eyes-Closed,Resting-State (FR)
TP8,1.5869414021746646,3.4258878701505466,2.29255117084106,2.2512512533567284,S10_raw.fif,Eyes-Closed,Resting-State (FR)
TP9,1.5562805518059597,3.4907937836521934,2.2926616068846903,2.3241769165472137,S10_raw.fif,Eyes-Closed,Resting-State (FR)
AFz,1.5199258332728118,3.863358469598886,2.224141136827066,2.7300300094874568,S10_raw.fif,Eyes-Closed,Resting-State (FR)
AF3,1.5625448720905006,3.5012762737221363,2.2193123685428553,2.7639234683312885,S11_raw.fif,Eyes-Closed,Resting-State (FR)
AF4,1.5502435779360946,3.2230279881960966,2.1360405310483577,2.879327913296684,S11_raw.fif,Eyes-Closed,Resting-State (FR)
AF7,1.5267772007249127,3.1829767629037717,2.15435426783473,2.6839986747329676,S11_raw.fif,Eyes-Closed,Resting-State (FR)
AF8,1.5127976851466751,3.3385931821698005,1.9949649452085954,4.139635879696197,S11_raw.fif,Eyes-Closed,Resting-State (FR)
C1,1.542866913599126,3.345590060917549,2.1566885698478955,2.8516510543534195,S11_raw.fif,Eyes-Closed,Resting-State (FR)
C2,1.5490706504884275,3.3422191210674104,2.2760691897234837,2.0892914784516425,S11_raw.fif,Eyes-Closed,Resting-State (FR)
C3,1.58179898689548,3.256594498515169,2.292308759460072,1.86699038730381,S11_raw.fif,Eyes-Closed,Resting-State (FR)
C4,1.6025450627937108,3.1909160272988575,2.3113558777234355,1.6639411298390827,S11_raw.fif,Eyes-Closed,Resting-State (FR)
C5,1.5738473803797972,3.0256228820253797,2.292900489491534,1.533771159869012,S11_raw.fif,Eyes-Closed,Resting-State (FR)
C6,1.5909699322114248,3.0503018152786376,2.2893800540957203,1.6131908104870003,S11_raw.fif,Eyes-Closed,Resting-State (FR)
CP1,1.4940034020893074,3.4135813336077057,2.2153406238220255,2.7606788281135994,S11_raw.fif,Eyes-Closed,Resting-State (FR)
CP2,1.4047448012756778,3.4187964222166465,1.9253626183361598,5.219882611541561,S11_raw.fif,Eyes-Closed,Resting-State (FR)
CP3,1.5946740157813704,3.1843076750919694,2.2960700872655777,1.8844432126816513,S11_raw.fif,Eyes-Closed,Resting-State (FR)
CP4,1.5830204999491277,3.2524898797526314,2.294858148619264,1.9440832395658485,S11_raw.fif,Eyes-Closed,Resting-State (FR)
CP5,1.587941507875336,3.1632543237193085,2.2931300377128854,1.744498114078775,S11_raw.fif,Eyes-Closed,Resting-State (FR)
CP6,1.6050402620521527,3.10289995405353,2.303099645170081,1.6089213768834045,S11_raw.fif,Eyes-Closed,Resting-State (FR)
CPz,1.5691044537323116,3.5109023608446677,2.2544340347646843,2.437151567125644,S11_raw.fif,Eyes-Closed,Resting-State (FR)
Cz,1.5843731664648146,3.5331908334491624,2.2831703675942263,2.2663159804686277,S11_raw.fif,Eyes-Closed,Resting-State (FR)
F1,1.5619585236427163,3.6215436555461333,2.255650722644555,2.572164719484009,S11_raw.fif,Eyes-Closed,Resting-State (FR)
F2,1.582578182418568,3.4201886454690227,2.2743138113721777,2.3408682341595974,S11_raw.fif,Eyes-Closed,Resting-State (FR)
F3,1.5769836418384515,3.5153176592831077,2.252323787366334,2.543120333224029,S11_raw.fif,Eyes-Closed,Resting-State (FR)
F4,1.5743319112045895,3.5007432268856826,2.251034106318907,2.5364173916338633,S11_raw.fif,Eyes-Closed,Resting-State (FR)
F5,1.5750114106226174,3.382780293327138,2.253672788544723,2.4391942270269578,S11_raw.fif,Eyes-Closed,Resting-State (FR)
F6,1.5668935051998112,3.384304439438118,2.232112737423647,2.5489164375628106,S11_raw.fif,Eyes-Closed,Resting-State (FR)
F7,1.6064185972087002,2.9574710225023093,2.2734275285024137,1.7259943766350982,S11_raw.fif,Eyes-Closed,Resting-State (FR)
F8,1.5227436921709867,3.119984652361972,2.035729378718521,3.1736990489697434,S11_raw.fif,Eyes-Closed,Resting-State (FR)
FC1,1.584681784709749,3.3130411467573406,2.288795738819033,2.0177132757045624,S11_raw.fif,Eyes-Closed,Resting-State (FR)
FC2,1.5886668615284736,3.2268491629503098,2.26187564660005,2.0294280616656617,S11_raw.fif,Eyes-Closed,Resting-State (FR)
FC3,1.5871847883697334,3.4455639189237455,2.2872651444533036,2.173747456494442,S11_raw.fif,Eyes-Closed,Resting-State (FR)
FC4,1.5919778054620477,3.3705872789749733,2.286714401239336,2.1550925507911147,S11_raw.fif,Eyes-Closed,Resting-State (FR)
FC5,1.6248819442084268,3.0786931709935894,2.30736225114743,1.551187899238828,S11_raw.fif,Eyes-Closed,Resting-State (FR)
FC6,1.608071631350637,3.1144202766960687,2.297155884881714,1.6950957472991985,S11_raw.fif,Eyes-Closed,Resting-State (FR)
Fp1,1.5500272416681238,3.060561109956776,2.1106788863049277,2.6868660218154217,S11_raw.fif,Eyes-Closed,Resting-State (FR)
Fp2,1.5514361261261116,3.3158646992822707,2.2017563746328235,2.7230205827694483,S11_raw.fif,Eyes-Closed,Resting-State (FR)
FT10,1.5559834417957958,3.0682662133518166,2.2223243291031354,1.8743865965821471,S11_raw.fif,Eyes-Closed,Resting-State (FR)
FT7,1.6019197194398878,3.0749976523191735,2.298442157786372,1.6047740676573548,S11_raw.fif,Eyes-Closed,Resting-State (FR)
FT8,1.5879231686400126,3.0189082764524136,2.2689946604819684,1.6068209265236593,S11_raw.fif,Eyes-Closed,Resting-State (FR)
FT9,1.5960916163704906,2.9604044828351324,2.2741927212441877,1.5578667561764228,S11_raw.fif,Eyes-Closed,Resting-State (FR)
O1,1.5919936981298866,3.353674251806588,2.3002597194010694,1.8473528238833592,S11_raw.fif,Eyes-Closed,Resting-State (FR)
O2,1.580670076237085,3.22650159657303,2.3051144696792347,1.6110817261742971,S11_raw.fif,Eyes-Closed,Resting-State (FR)
Oz,1.5726423730424322,3.221253611759478,2.3019012281842044,1.6328030002277378,S11_raw.fif,Eyes-Closed,Resting-State (FR)
P1,1.5721729959170934,3.5123647327910543,2.2744918367289984,2.2639498921727417,S11_raw.fif,Eyes-Closed,Resting-State (FR)
P2,1.5534375958987217,3.3181987034490796,2.286159843698829,2.107957209262692,S11_raw.fif,Eyes-Closed,Resting-State (FR)
P3,1.571171643282388,3.5139210865823225,2.29157757643738,2.174142455849294,S11_raw.fif,Eyes-Closed,Resting-State (FR)
P4,1.5337243831941816,3.8193137906207544,2.2583244453478937,2.4387198150689953,S11_raw.fif,Eyes-Closed,Resting-State (FR)
P5,1.5684960248246755,3.528573187564572,2.2876434947497,2.187356098416656,S11_raw.fif,Eyes-Closed,Resting-State (FR)
P6,1.5626042150292194,3.6190783714049592,2.2764695350347854,2.258373269520277,S11_raw.fif,Eyes-Closed,Resting-State (FR)
P7,1.5882342577000377,3.171619062758122,2.3133797597587504,1.50951970570131,S11_raw.fif,Eyes-Closed,Resting-State (FR)
P8,1.6095247528184564,3.1037723660010843,2.311442688242286,1.6505339609070286,S11_raw.fif,Eyes-Closed,Resting-State (FR)
PO3,1.5616962932526317,3.813130080651044,2.2746331446179653,2.166411601875794,S11_raw.fif,Eyes-Closed,Resting-State (FR)
PO4,1.5697448163079684,3.4859437569522593,2.2760659639438616,2.0318875816753037,S11_raw.fif,Eyes-Closed,Resting-State (FR)
PO7,1.567747068792334,3.53248802657328,2.289905505820811,2.151091460779779,S11_raw.fif,Eyes-Closed,Resting-State (FR)
PO8,1.5933138113985978,3.394542167542232,2.2912987674847693,1.9642095619004103,S11_raw.fif,Eyes-Closed,Resting-State (FR)
POz,1.5676829683431135,3.4704681961685897,2.266652060620924,2.0706432371527415,S11_raw.fif,Eyes-Closed,Resting-State (FR)
Pz,1.5654460380913002,3.536486049790207,2.26513023388475,2.2946579986382964,S11_raw.fif,Eyes-Closed,Resting-State (FR)
FCz,1.5797999288714049,3.5267481482790792,2.285133037742099,2.261687837797432,S11_raw.fif,Eyes-Closed,Resting-State (FR)
T7,1.6214142134205973,2.88521890288047,2.318945387896098,1.3044040548480362,S11_raw.fif,Eyes-Closed,Resting-State (FR)
T8,1.6363405336312393,2.8359306069083345,2.320888923157176,1.225247103572462,S11_raw.fif,Eyes-Closed,Resting-State (FR)
TP10,1.600249040837599,2.9438463774211225,2.320291815320858,1.2222102494438343,S11_raw.fif,Eyes-Closed,Resting-State (FR)
TP7,1.602045696545438,2.9429579826347774,2.31393922639013,1.3336391202721485,S11_raw.fif,Eyes-Closed,Resting-State (FR)
TP8,1.603714818376246,2.9682550331988136,2.318311253580445,1.2725471178400667,S11_raw.fif,Eyes-Closed,Resting-State (FR)
TP9,1.5651414524369178,3.032994015653241,2.296072983617908,1.6050386764246147,S11_raw.fif,Eyes-Closed,Resting-State (FR)
AFz,1.5650441792529382,3.2607958040579583,2.202337018401285,2.5921746388173457,S11_raw.fif,Eyes-Closed,Resting-State (FR)
AF3,1.6063359186868018,3.192858118338457,2.2711047292715945,2.102252084621467,S12_raw.fif,Eyes-Closed,Resting-State (FR)
AF4,1.5854379148230089,3.420222108514115,2.2176856012404347,2.6245625047381176,S12_raw.fif,Eyes-Closed,Resting-State (FR)
AF7,1.577559852410077,3.429946452740394,2.18732048199666,2.7985094074438255,S12_raw.fif,Eyes-Closed,Resting-State (FR)
AF8,1.5689826115080248,3.413794065344519,2.145062802878581,3.249795154549253,S12_raw.fif,Eyes-Closed,Resting-State (FR)
C1,1.592782765873621,3.2062182798075614,2.2409902421935435,2.356200711554891,S12_raw.fif,Eyes-Closed,Resting-State (FR)
C2,1.578391647874199,3.4931179149014513,2.227672681148333,2.7440534718718066,S12_raw.fif,Eyes-Closed,Resting-State (FR)
C3,1.5956951000304025,3.3929320732195385,2.280035590430343,2.2643304707398615,S12_raw.fif,Eyes-Closed,Resting-State (FR)
C4,1.5753454723607996,3.484133736667579,2.280245496550776,2.356498261169729,S12_raw.fif,Eyes-Closed,Resting-State (FR)
C5,1.598283768293196,3.1275817387672697,2.3025090846173684,1.733721816655805,S12_raw.fif,Eyes-Closed,Resting-State (FR)
C6,1.570963525696059,3.33855957793991,2.274968920915283,2.2388263347521984,S12_raw.fif,Eyes-Closed,Resting-State (FR)
CP1,1.5741206211660197,3.5871030378893476,2.241666858270254,2.771258653278853,S12_raw.fif,Eyes-Closed,Resting-State (FR)
CP2,1.5626415707122432,3.5327073933887436,2.2478576544564106,2.6668100846795353,S12_raw.fif,Eyes-Closed,Resting-State (FR)
CP3,1.5807883048528204,3.502289674876793,2.2757917227356037,2.4465728346418074,S12_raw.fif,Eyes-Closed,Resting-State (FR)
CP4,1.5572736511604943,3.666202833208163,2.2678662860864462,2.4778138909828846,S12_raw.fif,Eyes-Closed,Resting-State (FR)
CP5,1.5852640226801022,3.472971321550464,2.281637173814122,2.352996731276363,S12_raw.fif,Eyes-Closed,Resting-State (FR)
CP6,1.5726560935416776,3.63604365404048,2.277599099399745,2.4230670676954906,S12_raw.fif,Eyes-Closed,Resting-State (FR)
CPz,1.5620980524555486,3.6788634658360575,2.2337920275000474,2.8177179276746807,S12_raw.fif,Eyes-Closed,Resting-State (FR)
Cz,1.5721997308634261,3.4921983811546204,2.2364877198668127,2.7013288753926585,S12_raw.fif,Eyes-Closed,Resting-State (FR)
F1,1.5764510905179865,3.449607021953003,2.2509063296883998,2.501887604159367,S12_raw.fif,Eyes-Closed,Resting-State (FR)
F2,1.5761548904130678,3.404483080351767,2.2483977824247976,2.494393794761819,S12_raw.fif,Eyes-Closed,Resting-State (FR)
F3,1.6053676985659497,3.2672745060608888,2.294663481993796,1.8490700830666762,S12_raw.fif,Eyes-Closed,Resting-State (FR)
F4,1.5775553561075495,3.435908355133423,2.2555520713772363,2.379588278946806,S12_raw.fif,Eyes-Closed,Resting-State (FR)
F5,1.5928177906569971,3.3259471970063417,2.2534879989288363,2.24237840704973,S12_raw.fif,Eyes-Closed,Resting-State (FR)
F6,1.5606497450600134,3.4308715958849643,2.2434164638472125,2.3776242978331004,S12_raw.fif,Eyes-Closed,Resting-State (FR)
F7,1.575906797090862,3.4258391454587995,2.2123723119593457,2.7314987189626407,S12_raw.fif,Eyes-Closed,Resting-State (FR)
F8,1.600709334702405,3.141991889179809,2.2529032451996627,2.162271722285533,S12_raw.fif,Eyes-Closed,Resting-State (FR)
FC1,1.5673977223486055,3.488642219241213,2.243754168963095,2.709397110165302,S12_raw.fif,Eyes-Closed,Resting-State (FR)
FC2,1.5781841451953313,3.447540983974152,2.2455312547815347,2.614134182012087,S12_raw.fif,Eyes-Closed,Resting-State (FR)
FC3,1.5831020221877403,3.3737655125985087,2.274363688241049,2.2687424822098503,S12_raw.fif,Eyes-Closed,Resting-State (FR)
FC4,1.5774224254308282,3.4128212843627725,2.2626637007713013,2.4446937177971657,S12_raw.fif,Eyes-Closed,Resting-State (FR)
FC5,1.5672676506226861,3.219275479525109,2.278927385011489,2.02936901373856,S12_raw.fif,Eyes-Closed,Resting-State (FR)
FC6,1.553188059701879,3.3658712301869853,2.2569658583094627,2.399396532280696,S12_raw.fif,Eyes-Closed,Resting-State (FR)
Fp1,1.6047757426344813,2.970319994508927,2.2531704636315597,1.8372023252396423,S12_raw.fif,Eyes-Closed,Resting-State (FR)
Fp2,1.5700756713944752,3.4560426424409503,2.201513493430503,2.881619782147306,S12_raw.fif,Eyes-Closed,Resting-State (FR)
FT10,1.5781144666731126,3.368602361535867,2.1943944698050166,2.9521487491568688,S12_raw.fif,Eyes-Closed,Resting-State (FR)
FT7,1.5602013806042128,3.2792955679966678,2.2291626621242964,2.5566395369224395,S12_raw.fif,Eyes-Closed,Resting-State (FR)
FT8,1.5556614263192514,3.378549495808902,2.2188966023926944,2.7495590530143437,S12_raw.fif,Eyes-Closed,Resting-State (FR)
FT9,1.580086346852427,3.30950135814861,2.2151506440319784,2.757626281339062,S12_raw.fif,Eyes-Closed,Resting-State (FR)
O1,1.6341595520711012,2.9269164868868187,2.3201689840759885,1.296804086464116,S12_raw.fif,Eyes-Closed,Resting-State (FR)
O2,1.5730084840100629,3.106351799136538,2.292448310070387,1.7989872149447341,S12_raw.fif,Eyes-Closed,Resting-State (FR)
Oz,1.6262038073864615,2.9225186207971445,2.3080608941588023,1.4781827891844004,S12_raw.fif,Eyes-Closed,Resting-State (FR)
P1,1.5876761836372038,3.352712615184587,2.2722048484705315,2.3669020676307913,S12_raw.fif,Eyes-Closed,Resting-State (FR)
P2,1.5365205106417903,3.7736090504216406,2.257006101557271,2.5085767525131835,S12_raw.fif,Eyes-Closed,Resting-State (FR)
P3,1.5817736746747881,3.3666734500155666,2.2778279093962963,2.3518545242121487,S12_raw.fif,Eyes-Closed,Resting-State (FR)
P4,1.6037509907093954,3.1867648071181867,2.2890504130199396,2.0516956034303586,S12_raw.fif,Eyes-Closed,Resting-State (FR)
P5,1.5769656021203087,3.3442266528496445,2.233209643050949,2.6494917934569675,S12_raw.fif,Eyes-Closed,Resting-State (FR)
P6,1.6023469270023691,3.16923637324129,2.290236509204781,2.0100470928705647,S12_raw.fif,Eyes-Closed,Resting-State (FR)
P7,1.5854089412310581,3.2986349008589837,2.2962546403276862,2.125947450587619,S12_raw.fif,Eyes-Closed,Resting-State (FR)
P8,1.604974014544056,3.1615385999483054,2.289980704756734,1.9963451704782322,S12_raw.fif,Eyes-Closed,Resting-State (FR)
PO3,1.608391993406539,3.0940829247790855,2.3013704010326634,1.7388219198253194,S12_raw.fif,Eyes-Closed,Resting-State (FR)
PO4,1.5503588256014462,3.6903038359485665,2.260919105028298,2.4229974268993466,S12_raw.fif,Eyes-Closed,Resting-State (FR)
PO7,1.60532876322701,3.0736885421179254,2.2993452417969364,1.7436075658817776,S12_raw.fif,Eyes-Closed,Resting-State (FR)
PO8,1.5747845953517308,3.324290477617124,2.2709440729246895,2.304663879833005,S12_raw.fif,Eyes-Closed,Resting-State (FR)
POz,1.5837481474699537,3.2444882486201947,2.2716292568354652,2.2738068247342538,S12_raw.fif,Eyes-Closed,Resting-State (FR)
Pz,1.5518192441247267,3.6618158727078707,2.252433315227467,2.6861003481947017,S12_raw.fif,Eyes-Closed,Resting-State (FR)
FCz,1.5677196299678162,3.474237948768781,2.2261379773718715,2.7716487040341447,S12_raw.fif,Eyes-Closed,Resting-State (FR)
T7,1.6562916993782655,2.8096360429007268,2.321123682929448,1.2881196632680305,S12_raw.fif,Eyes-Closed,Resting-State (FR)
T8,1.614571839431047,3.077232191788161,2.281750983799214,1.837281931947482,S12_raw.fif,Eyes-Closed,Resting-State (FR)
TP10,1.529747658258406,3.211220087347508,2.2136504253284075,2.447065899501509,S12_raw.fif,Eyes-Closed,Resting-State (FR)
TP7,1.5733071335019237,3.1774620810857375,2.2986330498719485,1.9040401686165462,S12_raw.fif,Eyes-Closed,Resting-State (FR)
TP8,1.5804721106265869,3.380597704012544,2.2683564384632375,2.3693452061638434,S12_raw.fif,Eyes-Closed,Resting-State (FR)
TP9,1.5716829155278715,3.165464049288393,2.2977456618031793,1.9161308237839159,S12_raw.fif,Eyes-Closed,Resting-State (FR)
AFz,1.573138045941187,3.4349824142471865,2.2140869212135112,2.642363094190143,S12_raw.fif,Eyes-Closed,Resting-State (FR)
AF3,1.598183474755424,3.3114060768511333,2.29276233278498,2.1587906383273903,S13_raw.fif,Eyes-Closed,Resting-State (FR)
AF4,1.5537497234289042,3.66043295398133,2.274248535162535,2.465398035531561,S13_raw.fif,Eyes-Closed,Resting-State (FR)
AF7,1.5512124125091944,3.6041327377025043,2.205899472638052,3.033774076754907,S13_raw.fif,Eyes-Closed,Resting-State (FR)
AF8,1.5115810544436066,3.602384519424614,2.1845586923192926,3.208265952199712,S13_raw.fif,Eyes-Closed,Resting-State (FR)
C1,1.5775414969490882,3.6902810494209364,2.2850083268602366,2.2653279453401973,S13_raw.fif,Eyes-Closed,Resting-State (FR)
C2,1.566957172996565,3.7255046291943037,2.283415421039689,2.3679661357880533,S13_raw.fif,Eyes-Closed,Resting-State (FR)
C3,1.5974833098189702,3.310163358845907,2.302916917896902,1.9925268915477166,S13_raw.fif,Eyes-Closed,Resting-State (FR)
C4,1.5639699158714457,3.721632464511071,2.290376391583155,2.2791054065817766,S13_raw.fif,Eyes-Closed,Resting-State (FR)
C5,1.5591038648150657,3.6110152999485066,2.2892324511860562,2.3005256854885734,S13_raw.fif,Eyes-Closed,Resting-State (FR)
C6,1.5572030585005356,3.7163722403124453,2.2903276730929067,2.3092200116912327,S13_raw.fif,Eyes-Closed,Resting-State (FR)
CP1,1.5814332460068021,3.5901220390555455,2.2865797442091345,2.1941158826859706,S13_raw.fif,Eyes-Closed,Resting-State (FR)
CP2,1.5734767012447428,3.800278773011517,2.2672091250584927,2.153810365594401,S13_raw.fif,Eyes-Closed,Resting-State (FR)
CP3,1.5827900864544409,3.5553968193614236,2.292223548106147,2.1350130249373658,S13_raw.fif,Eyes-Closed,Resting-State (FR)
