,Duration,Sampling_Rate,Respiratory_Rate,Simulation,Noise_Amplitude,Noise_Frequency,Detrend_Order,Detrend_Position,Filter_Order,Filter_Low,Filter_High,Difference_Mean,Difference_SD
0,120,1000,15,Complex,0.01,150.0,1,First,5,0.2,3.0,0.09072770858823931,1.23294300494533
0,120,1000,15,Complex,0.01,150.0,1,First,5,0.2,2.0,0.0916156937277726,1.2347423021292276
0,120,1000,15,Complex,0.01,150.0,1,First,5,0.2,1.0,0.1345127865621733,1.216649128259631
0,120,1000,15,Complex,0.01,150.0,1,First,5,0.2,0.35,0.054118995026032346,1.2409455681567847
0,120,1000,15,Complex,0.01,150.0,1,First,5,0.2,0.25,1.9227038921943578,2.7510044549658415
0,120,1000,15,Complex,0.01,150.0,1,First,6,0.0,3.0,0.12375392003729771,1.2936966255581772
0,120,1000,15,Complex,0.01,150.0,1,First,6,0.0,2.0,0.12423716633667935,1.2967489614932182
0,120,1000,15,Complex,0.01,150.0,1,First,6,0.0,1.0,0.12460578726931607,1.2864801932893404
0,120,1000,15,Complex,0.01,150.0,1,First,6,0.0,0.35,0.12634230973809896,1.2596440248485001
0,120,1000,15,Complex,0.01,150.0,1,First,6,0.0,0.25,1.158362485482474,1.9971569703698389
0,120,1000,15,Complex,0.01,150.0,1,First,6,0.05,3.0,0.12150859602312505,1.2898429085274359
0,120,1000,15,Complex,0.01,150.0,1,First,6,0.05,2.0,0.12110077663729689,1.291186382761508
0,120,1000,15,Complex,0.01,150.0,1,First,6,0.05,1.0,0.12078418829446759,1.2791019931664742
0,120,1000,15,Complex,0.01,150.0,1,First,6,0.05,0.35,0.1277080828422144,1.3114481937140015
0,120,1000,15,Complex,0.01,150.0,1,First,6,0.05,0.25,1.177219096264241,1.9218197753336286
0,120,1000,15,Complex,0.01,150.0,1,First,6,0.1,3.0,0.12072046339967397,1.3137924319824066
0,120,1000,15,Complex,0.01,150.0,1,First,6,0.1,2.0,0.12232424820071669,1.3168575477938875
0,120,1000,15,Complex,0.01,150.0,1,First,6,0.1,1.0,0.1255277389382487,1.3065521557718751
0,120,1000,15,Complex,0.01,150.0,1,First,6,0.1,0.35,0.11515978389185218,1.3685154071249603
0,120,1000,15,Complex,0.01,150.0,1,First,6,0.1,0.25,1.203304600360437,1.8401966830354604
0,120,1000,15,Complex,0.01,150.0,1,First,6,0.15,3.0,0.12695882270059114,1.300264294971626
0,120,1000,15,Complex,0.01,150.0,1,First,6,0.15,2.0,0.12780074170016356,1.3082481924799128
0,120,1000,15,Complex,0.01,150.0,1,First,6,0.15,1.0,0.09521623662546759,1.2901561091672624
0,120,1000,15,Complex,0.01,150.0,1,First,6,0.15,0.35,0.1258483797445723,1.38977714145857
0,120,1000,15,Complex,0.01,150.0,1,First,6,0.15,0.25,1.2796879104058916,1.706304343729395
0,120,1000,15,Complex,0.01,150.0,1,First,6,0.2,3.0,0.09355015463282433,1.2187917494288376
0,120,1000,15,Complex,0.01,150.0,1,First,6,0.2,2.0,0.09442642183951289,1.2226371621792902
0,120,1000,15,Complex,0.01,150.0,1,First,6,0.2,1.0,0.13589325692846785,1.2092271992543953
0,120,1000,15,Complex,0.01,150.0,1,First,6,0.2,0.35,0.02194535276580823,1.2682631105204913
0,120,1000,15,Complex,0.01,150.0,1,First,6,0.2,0.25,1.996754476408826,2.8653100600988446
0,120,1000,15,Complex,0.01,150.0,2,First,1,0.0,3.0,0.12291126524488721,1.2915885079306997
0,120,1000,15,Complex,0.01,150.0,2,First,1,0.0,2.0,0.12416098634056248,1.2916281203109086
0,120,1000,15,Complex,0.01,150.0,2,First,1,0.0,1.0,0.12454483973643839,1.2923332961684015
0,120,1000,15,Complex,0.01,150.0,2,First,1,0.0,0.35,0.12718945880517432,1.2727842016597275
0,120,1000,15,Complex,0.01,150.0,2,First,1,0.0,0.25,0.12808378912523113,1.2628651352585767
0,120,1000,15,Complex,0.01,150.0,2,First,1,0.05,3.0,0.12279476770600001,1.3089418541886133
0,120,1000,15,Complex,0.01,150.0,2,First,1,0.05,2.0,0.1242382577687448,1.3007059575389468
0,120,1000,15,Complex,0.01,150.0,2,First,1,0.05,1.0,0.12506971680200585,1.2990430613814528
0,120,1000,15,Complex,0.01,150.0,2,First,1,0.05,0.35,0.12829225780410797,1.274561002728224
0,120,1000,15,Complex,0.01,150.0,2,First,1,0.05,0.25,0.12600158285427954,1.2841371841093492
0,120,1000,15,Complex,0.01,150.0,2,First,1,0.1,3.0,0.12035845724544855,1.3118481735289407
0,120,1000,15,Complex,0.01,150.0,2,First,1,0.1,2.0,0.12159341107474707,1.3078484304901674
0,120,1000,15,Complex,0.01,150.0,2,First,1,0.1,1.0,0.12247411315510633,1.307222717623891
0,120,1000,15,Complex,0.01,150.0,2,First,1,0.1,0.35,0.1289163774381221,1.2487390633751068
0,120,1000,15,Complex,0.01,150.0,2,First,1,0.1,0.25,0.11521388690345384,1.344949927895615
0,120,1000,15,Complex,0.01,150.0,2,First,1,0.15,3.0,0.11917977412559959,1.308181702058782
0,120,1000,15,Complex,0.01,150.0,2,First,1,0.15,2.0,0.12026652010090015,1.3131663435174106
0,120,1000,15,Complex,0.01,150.0,2,First,1,0.15,1.0,0.11991443489237125,1.3237398889326164
0,120,1000,15,Complex,0.01,150.0,2,First,1,0.15,0.35,0.1381250059612189,1.147449925455996
0,120,1000,15,Complex,0.01,150.0,2,First,1,0.15,0.25,0.13528036403925392,1.3927435065045837
0,120,1000,15,Complex,0.01,150.0,2,First,1,0.2,3.0,-7.013913605360985,8.057282993081317
0,120,1000,15,Complex,0.01,150.0,2,First,1,0.2,2.0,-6.299478457736131,7.921713303255969
0,120,1000,15,Complex,0.01,150.0,2,First,1,0.2,1.0,-1.9600556469975465,4.861247620105893
0,120,1000,15,Complex,0.01,150.0,2,First,1,0.2,0.35,0.13762576346325003,1.0851245806516836
0,120,1000,15,Complex,0.01,150.0,2,First,1,0.2,0.25,0.6829126928119481,1.466387290732657
0,120,1000,15,Complex,0.01,150.0,2,First,2,0.0,3.0,0.12292191484777255,1.295647895814714
0,120,1000,15,Complex,0.01,150.0,2,First,2,0.0,2.0,0.12400667046350648,1.2947173836916042
0,120,1000,15,Complex,0.01,150.0,2,First,2,0.0,1.0,0.1241226688944203,1.2952572430932716
0,120,1000,15,Complex,0.01,150.0,2,First,2,0.0,0.35,0.12918376098016965,1.2519178632122212
0,120,1000,15,Complex,0.01,150.0,2,First,2,0.0,0.25,0.1262794450814695,1.240373650979195
0,120,1000,15,Complex,0.01,150.0,2,First,2,0.05,3.0,0.12260509283017866,1.2994504595392875
0,120,1000,15,Complex,0.01,150.0,2,First,2,0.05,2.0,0.12384343913061664,1.2982406296203148
0,120,1000,15,Complex,0.01,150.0,2,First,2,0.05,1.0,0.12400238031738686,1.298154240141979
0,120,1000,15,Complex,0.01,150.0,2,First,2,0.05,0.35,0.1298102884941273,1.2296440395316417
0,120,1000,15,Complex,0.01,150.0,2,First,2,0.05,0.25,0.12133806254345252,1.2778398881156703
0,120,1000,15,Complex,0.01,150.0,2,First,2,0.1,3.0,0.12017955445141204,1.3043776469310193
0,120,1000,15,Complex,0.01,150.0,2,First,2,0.1,2.0,0.1210599158061734,1.302698122604449
0,120,1000,15,Complex,0.01,150.0,2,First,2,0.1,1.0,0.12030580899558493,1.3019583735236757
0,120,1000,15,Complex,0.01,150.0,2,First,2,0.1,0.35,0.12665412520544012,1.2315403577042148
0,120,1000,15,Complex,0.01,150.0,2,First,2,0.1,0.25,1.1579073532136683,1.9932852266523269
0,120,1000,15,Complex,0.01,150.0,2,First,2,0.15,3.0,0.12125589906549199,1.3009455813560855
0,120,1000,15,Complex,0.01,150.0,2,First,2,0.15,2.0,0.12303580918579125,1.2970149570122114
0,120,1000,15,Complex,0.01,150.0,2,First,2,0.15,1.0,0.124391017391773,1.2865358121512838
0,120,1000,15,Complex,0.01,150.0,2,First,2,0.15,0.35,0.13236907877617554,1.230109942136076
0,120,1000,15,Complex,0.01,150.0,2,First,2,0.15,0.25,1.1957330252942389,1.8506864737203663
0,120,1000,15,Complex,0.01,150.0,2,First,2,0.2,3.0,-2.217742124956414,5.274022875897815
0,120,1000,15,Complex,0.01,150.0,2,First,2,0.2,2.0,-1.6650473107636237,4.486643962906932
0,120,1000,15,Complex,0.01,150.0,2,First,2,0.2,1.0,-0.5041161625376134,2.9544931869685915
0,120,1000,15,Complex,0.01,150.0,2,First,2,0.2,0.35,0.1431311524558825,1.1645514546799216
0,120,1000,15,Complex,0.01,150.0,2,First,2,0.2,0.25,1.714143339299529,2.703316340110857
0,120,1000,15,Complex,0.01,150.0,2,First,3,0.0,3.0,0.1231876546677099,1.295273315472314
0,120,1000,15,Complex,0.01,150.0,2,First,3,0.0,2.0,0.12442555728230356,1.2945892003556314
0,120,1000,15,Complex,0.01,150.0,2,First,3,0.0,1.0,0.12415732141073087,1.2925163700171416
0,120,1000,15,Complex,0.01,150.0,2,First,3,0.0,0.35,0.12973913866100817,1.2383965089344489
0,120,1000,15,Complex,0.01,150.0,2,First,3,0.0,0.25,0.1230278988600615,1.2325903920173444
0,120,1000,15,Complex,0.01,150.0,2,First,3,0.05,3.0,0.12157881383401956,1.295699366904868
0,120,1000,15,Complex,0.01,150.0,2,First,3,0.05,2.0,0.1224871383071871,1.2951058913849107
0,120,1000,15,Complex,0.01,150.0,2,First,3,0.05,1.0,0.12182890669866375,1.290710680251044
0,120,1000,15,Complex,0.01,150.0,2,First,3,0.05,0.35,0.12888692715091446,1.22682148934198
0,120,1000,15,Complex,0.01,150.0,2,First,3,0.05,0.25,1.1548460084820866,1.9920086761746312
0,120,1000,15,Complex,0.01,150.0,2,First,3,0.1,3.0,0.11968126061238231,1.3084236764857913
0,120,1000,15,Complex,0.01,150.0,2,First,3,0.1,2.0,0.12038777879384095,1.3093325385888406
0,120,1000,15,Complex,0.01,150.0,2,First,3,0.1,1.0,0.11935301338091031,1.3048721091196545
0,120,1000,15,Complex,0.01,150.0,2,First,3,0.1,0.35,0.12439560487043488,1.2751215466661003
0,120,1000,15,Complex,0.01,150.0,2,First,3,0.1,0.25,1.17202315788263,1.9289159649519654
0,120,1000,15,Complex,0.01,150.0,2,First,3,0.15,3.0,0.12402282524533656,1.2915528732758523
0,120,1000,15,Complex,0.01,150.0,2,First,3,0.15,2.0,0.12559004773856772,1.2925117827746933
0,120,1000,15,Complex,0.01,150.0,2,First,3,0.15,1.0,0.12704560309036025,1.2885305924212533
0,120,1000,15,Complex,0.01,150.0,2,First,3,0.15,0.35,0.12917612169224132,1.2973144953506333
0,120,1000,15,Complex,0.01,150.0,2,First,3,0.15,0.25,1.2319824033562075,1.665213602890794
0,120,1000,15,Complex,0.01,150.0,2,First,3,0.2,3.0,-1.647586399300521,4.503973528150822
0,120,1000,15,Complex,0.01,150.0,2,First,3,0.2,2.0,-0.49940967755873555,2.9422502510439443
0,120,1000,15,Complex,0.01,150.0,2,First,3,0.2,1.0,0.08276905573108395,1.2486516791334334
0,120,1000,15,Complex,0.01,150.0,2,First,3,0.2,0.35,0.13837348076930917,1.2307558427704124
0,120,1000,15,Complex,0.01,150.0,2,First,3,0.2,0.25,1.7724624212822266,2.758828288155667
0,120,1000,15,Complex,0.01,150.0,2,First,4,0.0,3.0,0.12354040282714579,1.2943743077165402
0,120,1000,15,Complex,0.01,150.0,2,First,4,0.0,2.0,0.124283742376711,1.2953236183958774
0,120,1000,15,Complex,0.01,150.0,2,First,4,0.0,1.0,0.12409895929604699,1.2901203763271536
0,120,1000,15,Complex,0.01,150.0,2,First,4,0.0,0.35,0.1288855536170321,1.237883363118477
0,120,1000,15,Complex,0.01,150.0,2,First,4,0.0,0.25,0.6136399840568549,1.6946683155443776
0,120,1000,15,Complex,0.01,150.0,2,First,4,0.05,3.0,0.1211662641400616,1.290825416875178
0,120,1000,15,Complex,0.01,150.0,2,First,4,0.05,2.0,0.12118764682040964,1.291960698915141
0,120,1000,15,Complex,0.01,150.0,2,First,4,0.05,1.0,0.12041997251596198,1.2840195770721046
0,120,1000,15,Complex,0.01,150.0,2,First,4,0.05,0.35,0.1295428565796804,1.2511277667662357
0,120,1000,15,Complex,0.01,150.0,2,First,4,0.05,0.25,1.1580123523534964,1.9941368056057482
0,120,1000,15,Complex,0.01,150.0,2,First,4,0.1,3.0,0.11994208208792519,1.311499221630279
0,120,1000,15,Complex,0.01,150.0,2,First,4,0.1,2.0,0.12071545565215815,1.3141303637785953
0,120,1000,15,Complex,0.01,150.0,2,First,4,0.1,1.0,0.12075324501411971,1.3068966294110387
0,120,1000,15,Complex,0.01,150.0,2,First,4,0.1,0.35,0.12108745470580193,1.314098215240657
0,120,1000,15,Complex,0.01,150.0,2,First,4,0.1,0.25,1.190896935109561,1.873635133694201
0,120,1000,15,Complex,0.01,150.0,2,First,4,0.15,3.0,0.12505441174299944,1.2926803558024764
0,120,1000,15,Complex,0.01,150.0,2,First,4,0.15,2.0,0.12647810673096763,1.297887747912753
0,120,1000,15,Complex,0.01,150.0,2,First,4,0.15,1.0,0.1290995867623963,1.2933479491944564
0,120,1000,15,Complex,0.01,150.0,2,First,4,0.15,0.35,0.12736466611792518,1.3437589062666713
0,120,1000,15,Complex,0.01,150.0,2,First,4,0.15,0.25,1.2493300653352213,1.687184582283686
0,120,1000,15,Complex,0.01,150.0,2,First,4,0.2,3.0,-0.4870875264486312,2.9820550033879054
0,120,1000,15,Complex,0.01,150.0,2,First,4,0.2,2.0,0.08497693180179422,1.2504082956987432
0,120,1000,15,Complex,0.01,150.0,2,First,4,0.2,1.0,0.08898975300567387,1.2209792315923906
0,120,1000,15,Complex,0.01,150.0,2,First,4,0.2,0.35,0.12671954547677275,1.2635692289756626
0,120,1000,15,Complex,0.01,150.0,2,First,4,0.2,0.25,1.8351350604999017,2.7349535502121185
0,120,1000,15,Complex,0.01,150.0,2,First,5,0.0,3.0,0.12354757044571493,1.2935727990190609
0,120,1000,15,Complex,0.01,150.0,2,First,5,0.0,2.0,0.12414248632449053,1.2959839160459428
0,120,1000,15,Complex,0.01,150.0,2,First,5,0.0,1.0,0.12428788690996526,1.2881206535658412
0,120,1000,15,Complex,0.01,150.0,2,First,5,0.0,0.35,0.12762147708694838,1.2462050904018926
0,120,1000,15,Complex,0.01,150.0,2,First,5,0.0,0.25,1.1511787273872087,1.983741195588451
0,120,1000,15,Complex,0.01,150.0,2,First,5,0.05,3.0,0.12117656889016663,1.2892496792897934
0,120,1000,15,Complex,0.01,150.0,2,First,5,0.05,2.0,0.12080274410585888,1.2893151519230617
0,120,1000,15,Complex,0.01,150.0,2,First,5,0.05,1.0,0.11980190026263182,1.2799021119127092
0,120,1000,15,Complex,0.01,150.0,2,First,5,0.05,0.35,0.12923866019392935,1.2834910135589683
0,120,1000,15,Complex,0.01,150.0,2,First,5,0.05,0.25,1.1662207662032815,1.957863081725193
0,120,1000,15,Complex,0.01,150.0,2,First,5,0.1,3.0,0.12039452148637052,1.3126818053098737
0,120,1000,15,Complex,0.01,150.0,2,First,5,0.1,2.0,0.12155684874684525,1.3166160387251886
0,120,1000,15,Complex,0.01,150.0,2,First,5,0.1,1.0,0.12296853872742679,1.3070893024011723
0,120,1000,15,Complex,0.01,150.0,2,First,5,0.1,0.35,0.11734123897363702,1.3434918882308926
0,120,1000,15,Complex,0.01,150.0,2,First,5,0.1,0.25,1.1986378581992585,1.8669706647751132
0,120,1000,15,Complex,0.01,150.0,2,First,5,0.15,3.0,0.12582600637267788,1.2955246526626398
0,120,1000,15,Complex,0.01,150.0,2,First,5,0.15,2.0,0.12706085565162206,1.3033407576376734
0,120,1000,15,Complex,0.01,150.0,2,First,5,0.15,1.0,0.13026176330977762,1.2963095635015123
0,120,1000,15,Complex,0.01,150.0,2,First,5,0.15,0.35,0.12680580189197022,1.3738747151419326
0,120,1000,15,Complex,0.01,150.0,2,First,5,0.15,0.25,1.2847869628982653,1.684266402077522
0,120,1000,15,Complex,0.01,150.0,2,First,5,0.2,3.0,0.09072770858823931,1.23294300494533
0,120,1000,15,Complex,0.01,150.0,2,First,5,0.2,2.0,0.0916156937277726,1.2347423021292276
0,120,1000,15,Complex,0.01,150.0,2,First,5,0.2,1.0,0.1345127865621733,1.216649128259631
0,120,1000,15,Complex,0.01,150.0,2,First,5,0.2,0.35,0.054118995026032346,1.2409455681567847
0,120,1000,15,Complex,0.01,150.0,2,First,5,0.2,0.25,1.9227038921943578,2.7510044549658415
0,120,1000,15,Complex,0.01,150.0,2,First,6,0.0,3.0,0.12368534360238538,1.2936347710646217
0,120,1000,15,Complex,0.01,150.0,2,First,6,0.0,2.0,0.12426999624051555,1.2964212007729008
0,120,1000,15,Complex,0.01,150.0,2,First,6,0.0,1.0,0.12453667443524248,1.2864132612077432
0,120,1000,15,Complex,0.01,150.0,2,First,6,0.0,0.35,0.12629197197729455,1.2598617893017732
0,120,1000,15,Complex,0.01,150.0,2,First,6,0.0,0.25,1.1583307721948581,1.9968200177655409
0,120,1000,15,Complex,0.01,150.0,2,First,6,0.05,3.0,0.12150859602312505,1.2898429085274359
0,120,1000,15,Complex,0.01,150.0,2,First,6,0.05,2.0,0.12110077663729689,1.291186382761508
0,120,1000,15,Complex,0.01,150.0,2,First,6,0.05,1.0,0.12061151864949335,1.279213251893945
0,120,1000,15,Complex,0.01,150.0,2,First,6,0.05,0.35,0.1277080828422144,1.3114481937140015
0,120,1000,15,Complex,0.01,150.0,2,First,6,0.05,0.25,1.177219096264241,1.9218197753336286
0,120,1000,15,Complex,0.01,150.0,2,First,6,0.1,3.0,0.12072046339967397,1.3137924319824066
0,120,1000,15,Complex,0.01,150.0,2,First,6,0.1,2.0,0.12232424820071669,1.3168575477938875
0,120,1000,15,Complex,0.01,150.0,2,First,6,0.1,1.0,0.1255277389382487,1.3065521557718751
0,120,1000,15,Complex,0.01,150.0,2,First,6,0.1,0.35,0.11515978389185218,1.3685154071249603
0,120,1000,15,Complex,0.01,150.0,2,First,6,0.1,0.25,1.203304600360437,1.8401966830354604
0,120,1000,15,Complex,0.01,150.0,2,First,6,0.15,3.0,0.12695882270059114,1.300264294971626
0,120,1000,15,Complex,0.01,150.0,2,First,6,0.15,2.0,0.12780074170016356,1.3082481924799128
0,120,1000,15,Complex,0.01,150.0,2,First,6,0.15,1.0,0.09521623662546759,1.2901561091672624
0,120,1000,15,Complex,0.01,150.0,2,First,6,0.15,0.35,0.1258483797445723,1.38977714145857
0,120,1000,15,Complex,0.01,150.0,2,First,6,0.15,0.25,1.2796879104058916,1.706304343729395
0,120,1000,15,Complex,0.01,150.0,2,First,6,0.2,3.0,0.09355015463282433,1.2187917494288376
0,120,1000,15,Complex,0.01,150.0,2,First,6,0.2,2.0,0.09442642183951289,1.2226371621792902
0,120,1000,15,Complex,0.01,150.0,2,First,6,0.2,1.0,0.13589325692846785,1.2092271992543953
0,120,1000,15,Complex,0.01,150.0,2,First,6,0.2,0.35,0.02194535276580823,1.2682631105204913
0,120,1000,15,Complex,0.01,150.0,2,First,6,0.2,0.25,1.996754476408826,2.8653100600988446
0,120,1000,15,Complex,0.01,150.0,3,First,1,0.0,3.0,0.1226529353499953,1.2924773118714292
0,120,1000,15,Complex,0.01,150.0,3,First,1,0.0,2.0,0.12402401801439342,1.2919444907729447
0,120,1000,15,Complex,0.01,150.0,3,First,1,0.0,1.0,0.1245940821754538,1.292807433082341
0,120,1000,15,Complex,0.01,150.0,3,First,1,0.0,0.35,0.1272737166798956,1.2726315446024388
0,120,1000,15,Complex,0.01,150.0,3,First,1,0.0,0.25,0.12792163696823558,1.2636278637687235
0,120,1000,15,Complex,0.01,150.0,3,First,1,0.05,3.0,0.12263279545681621,1.3089048478072662
0,120,1000,15,Complex,0.01,150.0,3,First,1,0.05,2.0,0.1242382577687448,1.3007059575389468
0,120,1000,15,Complex,0.01,150.0,3,First,1,0.05,1.0,0.12506971680200585,1.2990430613814528
0,120,1000,15,Complex,0.01,150.0,3,First,1,0.05,0.35,0.12829225780410797,1.274561002728224
0,120,1000,15,Complex,0.01,150.0,3,First,1,0.05,0.25,0.12580021638618302,1.284409001678638
0,120,1000,15,Complex,0.01,150.0,3,First,1,0.1,3.0,0.12035845724544855,1.3118481735289407
0,120,1000,15,Complex,0.01,150.0,3,First,1,0.1,2.0,0.12141847414540688,1.3078453853958296
0,120,1000,15,Complex,0.01,150.0,3,First,1,0.1,1.0,0.12247411315510633,1.307222717623891
0,120,1000,15,Complex,0.01,150.0,3,First,1,0.1,0.35,0.1289163774381221,1.2487390633751068
0,120,1000,15,Complex,0.01,150.0,3,First,1,0.1,0.25,0.11538922731329916,1.3448177095303355
0,120,1000,15,Complex,0.01,150.0,3,First,1,0.15,3.0,0.11917977412559959,1.308181702058782
0,120,1000,15,Complex,0.01,150.0,3,First,1,0.15,2.0,0.12026652010090015,1.3131663435174106
0,120,1000,15,Complex,0.01,150.0,3,First,1,0.15,1.0,0.11991443489237125,1.3237398889326164
0,120,1000,15,Complex,0.01,150.0,3,First,1,0.15,0.35,0.1382950738360595,1.1473445006972176
0,120,1000,15,Complex,0.01,150.0,3,First,1,0.15,0.25,0.13528036403925392,1.3927435065045837
0,120,1000,15,Complex,0.01,150.0,3,First,1,0.2,3.0,-7.013913605360985,8.057282993081317
0,120,1000,15,Complex,0.01,150.0,3,First,1,0.2,2.0,-6.299478457736131,7.921713303255969
0,120,1000,15,Complex,0.01,150.0,3,First,1,0.2,1.0,-1.9600556469975465,4.861247620105893
0,120,1000,15,Complex,0.01,150.0,3,First,1,0.2,0.35,0.13762576346325003,1.0851245806516836
0,120,1000,15,Complex,0.01,150.0,3,First,1,0.2,0.25,0.6828159944278508,1.4665295004611718
0,120,1000,15,Complex,0.01,150.0,3,First,2,0.0,3.0,0.12266947225577034,1.2966289736886876
0,120,1000,15,Complex,0.01,150.0,3,First,2,0.0,2.0,0.12410206142834432,1.294365011670758
0,120,1000,15,Complex,0.01,150.0,3,First,2,0.0,1.0,0.12431613281771484,1.294421195520567
0,120,1000,15,Complex,0.01,150.0,3,First,2,0.0,0.35,0.129364297661366,1.2518669163891478
0,120,1000,15,Complex,0.01,150.0,3,First,2,0.0,0.25,0.1264595176801488,1.2406529666561033
0,120,1000,15,Complex,0.01,150.0,3,First,2,0.05,3.0,0.12260509283017866,1.2994504595392875
0,120,1000,15,Complex,0.01,150.0,3,First,2,0.05,2.0,0.12384343913061664,1.2982406296203148
0,120,1000,15,Complex,0.01,150.0,3,First,2,0.05,1.0,0.12400238031738686,1.298154240141979
0,120,1000,15,Complex,0.01,150.0,3,First,2,0.05,0.35,0.12976057252694104,1.229851369873021
0,120,1000,15,Complex,0.01,150.0,3,First,2,0.05,0.25,0.12117663669062005,1.27790072676739
0,120,1000,15,Complex,0.01,150.0,3,First,2,0.1,3.0,0.12017955445141204,1.3043776469310193
0,120,1000,15,Complex,0.01,150.0,3,First,2,0.1,2.0,0.1210599158061734,1.302698122604449
0,120,1000,15,Complex,0.01,150.0,3,First,2,0.1,1.0,0.12030580899558493,1.3019583735236757
0,120,1000,15,Complex,0.01,150.0,3,First,2,0.1,0.35,0.12665412520544012,1.2315403577042148
0,120,1000,15,Complex,0.01,150.0,3,First,2,0.1,0.25,1.1579073532136683,1.9932852266523269
0,120,1000,15,Complex,0.01,150.0,3,First,2,0.15,3.0,0.12125589906549199,1.3009455813560855
0,120,1000,15,Complex,0.01,150.0,3,First,2,0.15,2.0,0.12303580918579125,1.2970149570122114
0,120,1000,15,Complex,0.01,150.0,3,First,2,0.15,1.0,0.124391017391773,1.2865358121512838
0,120,1000,15,Complex,0.01,150.0,3,First,2,0.15,0.35,0.13236907877617554,1.230109942136076
0,120,1000,15,Complex,0.01,150.0,3,First,2,0.15,0.25,1.1957330252942389,1.8506864737203663
0,120,1000,15,Complex,0.01,150.0,3,First,2,0.2,3.0,-2.217742124956414,5.274022875897815
0,120,1000,15,Complex,0.01,150.0,3,First,2,0.2,2.0,-1.6650473107636237,4.486643962906932
0,120,1000,15,Complex,0.01,150.0,3,First,2,0.2,1.0,-0.504291401942036,2.9545159065768303
0,120,1000,15,Complex,0.01,150.0,3,First,2,0.2,0.35,0.1431311524558825,1.1645514546799216
0,120,1000,15,Complex,0.01,150.0,3,First,2,0.2,0.25,1.714143339299529,2.703316340110857
0,120,1000,15,Complex,0.01,150.0,3,First,3,0.0,3.0,0.12316059950167896,1.2948514169708465
0,120,1000,15,Complex,0.01,150.0,3,First,3,0.0,2.0,0.12437416617150744,1.2941739955544878
0,120,1000,15,Complex,0.01,150.0,3,First,3,0.0,1.0,0.12407939609350807,1.292719263727856
0,120,1000,15,Complex,0.01,150.0,3,First,3,0.0,0.35,0.1297210132906504,1.239206218183955
0,120,1000,15,Complex,0.01,150.0,3,First,3,0.0,0.25,0.12291945622998052,1.2329040963888018
0,120,1000,15,Complex,0.01,150.0,3,First,3,0.05,3.0,0.12157881383401956,1.295699366904868
0,120,1000,15,Complex,0.01,150.0,3,First,3,0.05,2.0,0.1224871383071871,1.2951058913849107
0,120,1000,15,Complex,0.01,150.0,3,First,3,0.05,1.0,0.12182890669866375,1.290710680251044
0,120,1000,15,Complex,0.01,150.0,3,First,3,0.05,0.35,0.1289014719955213,1.2267297983354513
0,120,1000,15,Complex,0.01,150.0,3,First,3,0.05,0.25,1.1547947907695344,1.9919140618031672
0,120,1000,15,Complex,0.01,150.0,3,First,3,0.1,3.0,0.11968126061238231,1.3084236764857913
0,120,1000,15,Complex,0.01,150.0,3,First,3,0.1,2.0,0.12037517339835029,1.309418077690498
0,120,1000,15,Complex,0.01,150.0,3,First,3,0.1,1.0,0.11935301338091031,1.3048721091196545
0,120,1000,15,Complex,0.01,150.0,3,First,3,0.1,0.35,0.12439560487043488,1.2751215466661003
0,120,1000,15,Complex,0.01,150.0,3,First,3,0.1,0.25,1.1720206453612196,1.9290927956238018
0,120,1000,15,Complex,0.01,150.0,3,First,3,0.15,3.0,0.12402282524533656,1.2915528732758523
0,120,1000,15,Complex,0.01,150.0,3,First,3,0.15,2.0,0.12559004773856772,1.2925117827746933
0,120,1000,15,Complex,0.01,150.0,3,First,3,0.15,1.0,0.12704560309036025,1.2885305924212533
0,120,1000,15,Complex,0.01,150.0,3,First,3,0.15,0.35,0.12917612169224132,1.2973144953506333
0,120,1000,15,Complex,0.01,150.0,3,First,3,0.15,0.25,1.2319824033562075,1.665213602890794
0,120,1000,15,Complex,0.01,150.0,3,First,3,0.2,3.0,-1.647586399300521,4.503973528150822
0,120,1000,15,Complex,0.01,150.0,3,First,3,0.2,2.0,-0.49940967755873555,2.9422502510439443
0,120,1000,15,Complex,0.01,150.0,3,First,3,0.2,1.0,0.08276905573108395,1.2486516791334334
0,120,1000,15,Complex,0.01,150.0,3,First,3,0.2,0.35,0.13837348076930917,1.2307558427704124
0,120,1000,15,Complex,0.01,150.0,3,First,3,0.2,0.25,1.7724624212822266,2.758828288155667
0,120,1000,15,Complex,0.01,150.0,3,First,4,0.0,3.0,0.12353462599728941,1.2940850447041627
0,120,1000,15,Complex,0.01,150.0,3,First,4,0.0,2.0,0.12421370250173398,1.2954324383380533
0,120,1000,15,Complex,0.01,150.0,3,First,4,0.0,1.0,0.12396819372068481,1.2904038572995224
0,120,1000,15,Complex,0.01,150.0,3,First,4,0.0,0.35,0.12898295645063843,1.2378684386333099
0,120,1000,15,Complex,0.01,150.0,3,First,4,0.0,0.25,0.6135289461620907,1.6955464160175164
0,120,1000,15,Complex,0.01,150.0,3,First,4,0.05,3.0,0.1211662641400616,1.290825416875178
0,120,1000,15,Complex,0.01,150.0,3,First,4,0.05,2.0,0.12119985209880242,1.2918742659871953
0,120,1000,15,Complex,0.01,150.0,3,First,4,0.05,1.0,0.12041997251596198,1.2840195770721046
